country,year,bacterium,antibiotic,n_isolates,pct_resistant
Greece,2010,Klebsiella pneumoniae,3rd-gen cephalosporins,1686.0,74.6
Greece,2011,Klebsiella pneumoniae,3rd-gen cephalosporins,1665.0,75.8
Greece,2012,Klebsiella pneumoniae,3rd-gen cephalosporins,1459.0,70.9
Greece,2013,Klebsiella pneumoniae,3rd-gen cephalosporins,1208.0,70.1
Greece,2014,Klebsiella pneumoniae,3rd-gen cephalosporins,1092.0,72.5
Hungary,2010,Klebsiella pneumoniae,3rd-gen cephalosporins,512.0,45.9
Hungary,2011,Klebsiella pneumoniae,3rd-gen cephalosporins,431.0,53.1
Hungary,2012,Klebsiella pneumoniae,3rd-gen cephalosporins,500.0,43.0
Hungary,2013,Klebsiella pneumoniae,3rd-gen cephalosporins,557.0,37.3
Hungary,2014,Klebsiella pneumoniae,3rd-gen cephalosporins,644.0,35.6
Iceland,2010,Klebsiella pneumoniae,3rd-gen cephalosporins,27.0,3.7
Iceland,2011,Klebsiella pneumoniae,3rd-gen cephalosporins,26.0,7.7
Iceland,2012,Klebsiella pneumoniae,3rd-gen cephalosporins,14.0,21.4
Iceland,2013,Klebsiella pneumoniae,3rd-gen cephalosporins,30.0,0.0
Iceland,2014,Klebsiella pneumoniae,3rd-gen cephalosporins,28.0,0.0
Ireland,2010,Klebsiella pneumoniae,3rd-gen cephalosporins,318.0,8.5
Ireland,2011,Klebsiella pneumoniae,3rd-gen cephalosporins,304.0,7.6
Ireland,2012,Klebsiella pneumoniae,3rd-gen cephalosporins,326.0,9.5
Ireland,2013,Klebsiella pneumoniae,3rd-gen cephalosporins,316.0,19.3
Ireland,2014,Klebsiella pneumoniae,3rd-gen cephalosporins,354.0,11.6
Italy,2010,Klebsiella pneumoniae,3rd-gen cephalosporins,701.0,46.5
Italy,2011,Klebsiella pneumoniae,3rd-gen cephalosporins,627.0,45.9
Italy,2012,Klebsiella pneumoniae,3rd-gen cephalosporins,852.0,47.9
Italy,2013,Klebsiella pneumoniae,3rd-gen cephalosporins,1441.0,55.1
Italy,2014,Klebsiella pneumoniae,3rd-gen cephalosporins,1319.0,56.5
Latvia,2010,Klebsiella pneumoniae,3rd-gen cephalosporins,64.0,54.7
Latvia,2011,Klebsiella pneumoniae,3rd-gen cephalosporins,65.0,38.5
Latvia,2012,Klebsiella pneumoniae,3rd-gen cephalosporins,78.0,62.8
Latvia,2013,Klebsiella pneumoniae,3rd-gen cephalosporins,92.0,66.3
Latvia,2014,Klebsiella pneumoniae,3rd-gen cephalosporins,104.0,52.9
Lithuania,2010,Klebsiella pneumoniae,3rd-gen cephalosporins,81.0,50.6
Lithuania,2011,Klebsiella pneumoniae,3rd-gen cephalosporins,137.0,60.6
Lithuania,2012,Klebsiella pneumoniae,3rd-gen cephalosporins,186.0,64.0
Lithuania,2013,Klebsiella pneumoniae,3rd-gen cephalosporins,145.0,44.1
Lithuania,2014,Klebsiella pneumoniae,3rd-gen cephalosporins,154.0,52.6
Luxembourg,2010,Klebsiella pneumoniae,3rd-gen cephalosporins,59.0,5.1
Luxembourg,2011,Klebsiella pneumoniae,3rd-gen cephalosporins,48.0,35.4
Luxembourg,2012,Klebsiella pneumoniae,3rd-gen cephalosporins,50.0,34.0
Luxembourg,2013,Klebsiella pneumoniae,3rd-gen cephalosporins,53.0,34.0
Luxembourg,2014,Klebsiella pneumoniae,3rd-gen cephalosporins,66.0,34.8
Malta,2010,Klebsiella pneumoniae,3rd-gen cephalosporins,57.0,12.3
Malta,2011,Klebsiella pneumoniae,3rd-gen cephalosporins,52.0,13.5
Malta,2012,Klebsiella pneumoniae,3rd-gen cephalosporins,57.0,26.3
Malta,2013,Klebsiella pneumoniae,3rd-gen cephalosporins,69.0,27.5
Malta,2014,Klebsiella pneumoniae,3rd-gen cephalosporins,101.0,29.7
Netherlands,2010,Klebsiella pneumoniae,3rd-gen cephalosporins,641.0,7.2
Netherlands,2011,Klebsiella pneumoniae,3rd-gen cephalosporins,720.0,8.1
Netherlands,2012,Klebsiella pneumoniae,3rd-gen cephalosporins,683.0,6.7
Netherlands,2013,Klebsiella pneumoniae,3rd-gen cephalosporins,644.0,7.5
Netherlands,2014,Klebsiella pneumoniae,3rd-gen cephalosporins,911.0,5.5
Norway,2010,Klebsiella pneumoniae,3rd-gen cephalosporins,479.0,2.1
Norway,2011,Klebsiella pneumoniae,3rd-gen cephalosporins,421.0,2.9
Norway,2012,Klebsiella pneumoniae,3rd-gen cephalosporins,621.0,3.2
Norway,2013,Klebsiella pneumoniae,3rd-gen cephalosporins,645.0,4.0
Norway,2014,Klebsiella pneumoniae,3rd-gen cephalosporins,746.0,5.9
Poland,2010,Klebsiella pneumoniae,3rd-gen cephalosporins,232.0,39.7
Poland,2011,Klebsiella pneumoniae,3rd-gen cephalosporins,278.0,59.7
Poland,2012,Klebsiella pneumoniae,3rd-gen cephalosporins,362.0,60.5
Poland,2013,Klebsiella pneumoniae,3rd-gen cephalosporins,376.0,65.2
Poland,2014,Klebsiella pneumoniae,3rd-gen cephalosporins,,
Portugal,2010,Klebsiella pneumoniae,3rd-gen cephalosporins,580.0,28.3
Portugal,2011,Klebsiella pneumoniae,3rd-gen cephalosporins,616.0,35.4
Portugal,2012,Klebsiella pneumoniae,3rd-gen cephalosporins,781.0,38.7
Portugal,2013,Klebsiella pneumoniae,3rd-gen cephalosporins,911.0,37.0
Portugal,2014,Klebsiella pneumoniae,3rd-gen cephalosporins,1712.0,40.9
Romania,2010,Klebsiella pneumoniae,3rd-gen cephalosporins,17.0,70.6
