country,year,bacterium,antibiotic,n_isolates,pct_resistant
Ireland,2010,Pseudomonas aeruginosa,Combined resistance,219.0,5.0
Ireland,2011,Pseudomonas aeruginosa,Combined resistance,181.0,3.3
Ireland,2012,Pseudomonas aeruginosa,Combined resistance,215.0,10.2
Ireland,2013,Pseudomonas aeruginosa,Combined resistance,205.0,7.3
Ireland,2014,Pseudomonas aeruginosa,Combined resistance,178.0,5.6
Italy,2010,Pseudomonas aeruginosa,Combined resistance,469.0,21.1
Italy,2011,Pseudomonas aeruginosa,Combined resistance,319.0,16.9
Italy,2012,Pseudomonas aeruginosa,Combined resistance,648.0,23.9
Italy,2013,Pseudomonas aeruginosa,Combined resistance,779.0,24.5
Italy,2014,Pseudomonas aeruginosa,Combined resistance,748.0,23.0
Latvia,2010,Pseudomonas aeruginosa,Combined resistance,21.0,9.5
Latvia,2011,Pseudomonas aeruginosa,Combined resistance,12.0,8.3
Latvia,2012,Pseudomonas aeruginosa,Combined resistance,18.0,11.1
Latvia,2013,Pseudomonas aeruginosa,Combined resistance,25.0,24.0
Latvia,2014,Pseudomonas aeruginosa,Combined resistance,18.0,11.1
Lithuania,2010,Pseudomonas aeruginosa,Combined resistance,31.0,9.7
Lithuania,2011,Pseudomonas aeruginosa,Combined resistance,30.0,10.0
Lithuania,2012,Pseudomonas aeruginosa,Combined resistance,28.0,14.3
Lithuania,2013,Pseudomonas aeruginosa,Combined resistance,37.0,8.1
Lithuania,2014,Pseudomonas aeruginosa,Combined resistance,31.0,25.8
Luxembourg,2010,Pseudomonas aeruginosa,Combined resistance,32.0,9.4
Luxembourg,2011,Pseudomonas aeruginosa,Combined resistance,32.0,15.6
Luxembourg,2012,Pseudomonas aeruginosa,Combined resistance,31.0,6.5
Luxembourg,2013,Pseudomonas aeruginosa,Combined resistance,34.0,5.9
Luxembourg,2014,Pseudomonas aeruginosa,Combined resistance,41.0,4.9
Malta,2010,Pseudomonas aeruginosa,Combined resistance,42.0,28.6
Malta,2011,Pseudomonas aeruginosa,Combined resistance,42.0,23.8
Malta,2012,Pseudomonas aeruginosa,Combined resistance,31.0,0.0
Malta,2013,Pseudomonas aeruginosa,Combined resistance,25.0,8.0
Malta,2014,Pseudomonas aeruginosa,Combined resistance,38.0,7.9
Netherlands,2010,Pseudomonas aeruginosa,Combined resistance,375.0,1.1
Netherlands,2011,Pseudomonas aeruginosa,Combined resistance,434.0,3.0
Netherlands,2012,Pseudomonas aeruginosa,Combined resistance,402.0,2.5
Netherlands,2013,Pseudomonas aeruginosa,Combined resistance,375.0,2.4
Netherlands,2014,Pseudomonas aeruginosa,Combined resistance,544.0,2.8
Norway,2010,Pseudomonas aeruginosa,Combined resistance,167.0,0.6
Norway,2011,Pseudomonas aeruginosa,Combined resistance,148.0,1.4
Norway,2012,Pseudomonas aeruginosa,Combined resistance,209.0,3.3
Norway,2013,Pseudomonas aeruginosa,Combined resistance,205.0,3.4
Norway,2014,Pseudomonas aeruginosa,Combined resistance,257.0,1.6
Poland,2010,Pseudomonas aeruginosa,Combined resistance,163.0,25.2
Poland,2011,Pseudomonas aeruginosa,Combined resistance,195.0,26.2
Poland,2012,Pseudomonas aeruginosa,Combined resistance,176.0,21.6
Poland,2013,Pseudomonas aeruginosa,Combined resistance,189.0,14.3
Poland,2014,Pseudomonas aeruginosa,Combined resistance,,
Portugal,2010,Pseudomonas aeruginosa,Combined resistance,548.0,14.1
Portugal,2011,Pseudomonas aeruginosa,Combined resistance,525.0,16.2
Portugal,2012,Pseudomonas aeruginosa,Combined resistance,587.0,18.1
Portugal,2013,Pseudomonas aeruginosa,Combined resistance,737.0,11.9
Portugal,2014,Pseudomonas aeruginosa,Combined resistance,1064.0,20.6
Romania,2010,Pseudomonas aeruginosa,Combined resistance,10.0,50.0
Romania,2011,Pseudomonas aeruginosa,Combined resistance,10.0,60.0
Romania,2012,Pseudomonas aeruginosa,Combined resistance,45.0,48.9
Romania,2013,Pseudomonas aeruginosa,Combined resistance,83.0,49.4
Romania,2014,Pseudomonas aeruginosa,Combined resistance,94.0,59.6
Slovakia,2010,Pseudomonas aeruginosa,Combined resistance,,
Slovakia,2011,Pseudomonas aeruginosa,Combined resistance,267.0,40.1
Slovakia,2012,Pseudomonas aeruginosa,Combined resistance,199.0,39.2
Slovakia,2013,Pseudomonas aeruginosa,Combined resistance,285.0,36.1
Slovakia,2014,Pseudomonas aeruginosa,Combined resistance,268.0,37.3
Slovenia,2010,Pseudomonas aeruginosa,Combined resistance,95.0,9.5
Slovenia,2011,Pseudomonas aeruginosa,Combined resistance,118.0,10.2
Slovenia,2012,Pseudomonas aeruginosa,Combined resistance,134.0,9.7
Slovenia,2013,Pseudomonas aeruginosa,Combined resistance,133.0,11.3
Slovenia,2014,Pseudomonas aeruginosa,Combined resistance,112.0,19.6
Spain,2010,Pseudomonas aeruginosa,Combined resistance,749.0,12.3
Spain,2011,Pseudomonas aeruginosa,Combined resistance,839.0,12.6
Spain,2012,Pseudomonas aeruginosa,Combined resistance,853.0,10.8
Spain,2013,Pseudomonas aeruginosa,Combined resistance,825.0,12.2
Spain,2014,Pseudomonas aeruginosa,Combined resistance,873.0,12.4
Sweden,2010,Pseudomonas aeruginosa,Combined resistance,329.0,0.3
Sweden,2011,Pseudomonas aeruginosa,Combined resistance,476.0,2.1
Sweden,2012,Pseudomonas aeruginosa,Combined resistance,357.0,2.8
Sweden,2013,Pseudomonas aeruginosa,Combined resistance,531.0,4.1
Sweden,2014,Pseudomonas aeruginosa,Combined resistance,436.0,1.6
United Kingdom,2010,Pseudomonas aeruginosa,Combined resistance,566.0,2.1
United Kingdom,2011,Pseudomonas aeruginosa,Combined resistance,587.0,2.6
United Kingdom,2012,Pseudomonas aeruginosa,Combined resistance,666.0,1.7
United Kingdom,2013,Pseudomonas aeruginosa,Combined resistance,711.0,2.4
United Kingdom,2014,Pseudomonas aeruginosa,Combined resistance,627.0,1.6
Austria,2010,Pseudomonas aeruginosa,Fluoroquinolones,500.0,15.6
Austria,2011,Pseudomonas aeruginosa,Fluoroquinolones,511.0,18.6
Austria,2012,Pseudomonas aeruginosa,Fluoroquinolones,487.0,14.4
Austria,2013,Pseudomonas aeruginosa,Fluoroquinolones,533.0,15.2
Austria,2014,Pseudomonas aeruginosa,Fluoroquinolones,599.0,10.9
Belgium,2010,Pseudomonas aeruginosa,Fluoroquinolones,121.0,12.4
Belgium,2011,Pseudomonas aeruginosa,Fluoroquinolones,397.0,21.2
Belgium,2012,Pseudomonas aeruginosa,Fluoroquinolones,329.0,18.2
Belgium,2013,Pseudomonas aeruginosa,Fluoroquinolones,486.0,16.9
Belgium,2014,Pseudomonas aeruginosa,Fluoroquinolones,309.0,12.6
Bulgaria,2010,Pseudomonas aeruginosa,Fluoroquinolones,42.0,21.4
Bulgaria,2011,Pseudomonas aeruginosa,Fluoroquinolones,47.0,29.8
Bulgaria,2012,Pseudomonas aeruginosa,Fluoroquinolones,52.0,32.7
Bulgaria,2013,Pseudomonas aeruginosa,Fluoroquinolones,60.0,18.3
Bulgaria,2014,Pseudomonas aeruginosa,Fluoroquinolones,48.0,27.1
Croatia,2010,Pseudomonas aeruginosa,Fluoroquinolones,208.0,26.4
Croatia,2011,Pseudomonas aeruginosa,Fluoroquinolones,225.0,35.1
Croatia,2012,Pseudomonas aeruginosa,Fluoroquinolones,194.0,23.7
Croatia,2013,Pseudomonas aeruginosa,Fluoroquinolones,240.0,21.7
Croatia,2014,Pseudomonas aeruginosa,Fluoroquinolones,230.0,30.0
Cyprus,2010,Pseudomonas aeruginosa,Fluoroquinolones,47.0,17.0
Cyprus,2011,Pseudomonas aeruginosa,Fluoroquinolones,51.0,13.7
Cyprus,2012,Pseudomonas aeruginosa,Fluoroquinolones,52.0,15.4
Cyprus,2013,Pseudomonas aeruginosa,Fluoroquinolones,47.0,10.6
Cyprus,2014,Pseudomonas aeruginosa,Fluoroquinolones,42.0,16.7
Czech Republic,2010,Pseudomonas aeruginosa,Fluoroquinolones,510.0,40.8
Czech Republic,2011,Pseudomonas aeruginosa,Fluoroquinolones,448.0,33.9
Czech Republic,2012,Pseudomonas aeruginosa,Fluoroquinolones,489.0,30.9
Czech Republic,2013,Pseudomonas aeruginosa,Fluoroquinolones,516.0,33.7
Czech Republic,2014,Pseudomonas aeruginosa,Fluoroquinolones,447.0,32.7
Denmark,2010,Pseudomonas aeruginosa,Fluoroquinolones,360.0,6.1
Denmark,2011,Pseudomonas aeruginosa,Fluoroquinolones,403.0,6.9
Denmark,2012,Pseudomonas aeruginosa,Fluoroquinolones,389.0,4.1
Denmark,2013,Pseudomonas aeruginosa,Fluoroquinolones,408.0,3.2
Denmark,2014,Pseudomonas aeruginosa,Fluoroquinolones,388.0,3.6
Estonia,2010,Pseudomonas aeruginosa,Fluoroquinolones,10.0,20.0
Estonia,2011,Pseudomonas aeruginosa,Fluoroquinolones,16.0,6.3
Estonia,2012,Pseudomonas aeruginosa,Fluoroquinolones,32.0,15.6
Estonia,2013,Pseudomonas aeruginosa,Fluoroquinolones,20.0,25.0
Estonia,2014,Pseudomonas aeruginosa,Fluoroquinolones,39.0,10.3
Finland,2010,Pseudomonas aeruginosa,Fluoroquinolones,280.0,11.1
Finland,2011,Pseudomonas aeruginosa,Fluoroquinolones,233.0,15.5
Finland,2012,Pseudomonas aeruginosa,Fluoroquinolones,327.0,8.0
Finland,2013,Pseudomonas aeruginosa,Fluoroquinolones,316.0,11.4
Finland,2014,Pseudomonas aeruginosa,Fluoroquinolones,289.0,10.0
France,2010,Pseudomonas aeruginosa,Fluoroquinolones,1181.0,22.8
France,2011,Pseudomonas aeruginosa,Fluoroquinolones,1554.0,27.0
France,2012,Pseudomonas aeruginosa,Fluoroquinolones,1723.0,22.2
France,2013,Pseudomonas aeruginosa,Fluoroquinolones,1863.0,21.2
France,2014,Pseudomonas aeruginosa,Fluoroquinolones,1779.0,20.6
Germany,2010,Pseudomonas aeruginosa,Fluoroquinolones,315.0,18.4
Germany,2011,Pseudomonas aeruginosa,Fluoroquinolones,385.0,18.2
Germany,2012,Pseudomonas aeruginosa,Fluoroquinolones,434.0,19.6
Germany,2013,Pseudomonas aeruginosa,Fluoroquinolones,607.0,16.3
Germany,2014,Pseudomonas aeruginosa,Fluoroquinolones,623.0,13.0
Greece,2010,Pseudomonas aeruginosa,Fluoroquinolones,985.0,45.7
Greece,2011,Pseudomonas aeruginosa,Fluoroquinolones,933.0,38.8
Greece,2012,Pseudomonas aeruginosa,Fluoroquinolones,864.0,44.3
Greece,2013,Pseudomonas aeruginosa,Fluoroquinolones,853.0,43.5
Greece,2014,Pseudomonas aeruginosa,Fluoroquinolones,676.0,37.7
Hungary,2010,Pseudomonas aeruginosa,Fluoroquinolones,629.0,26.7
Hungary,2011,Pseudomonas aeruginosa,Fluoroquinolones,599.0,20.4
Hungary,2012,Pseudomonas aeruginosa,Fluoroquinolones,618.0,22.3
Hungary,2013,Pseudomonas aeruginosa,Fluoroquinolones,667.0,23.4
Hungary,2014,Pseudomonas aeruginosa,Fluoroquinolones,743.0,24.6
Iceland,2010,Pseudomonas aeruginosa,Fluoroquinolones,12.0,16.7
Iceland,2011,Pseudomonas aeruginosa,Fluoroquinolones,16.0,6.3
Iceland,2012,Pseudomonas aeruginosa,Fluoroquinolones,10.0,10.0
Iceland,2013,Pseudomonas aeruginosa,Fluoroquinolones,11.0,0.0
Iceland,2014,Pseudomonas aeruginosa,Fluoroquinolones,11.0,0.0
Ireland,2010,Pseudomonas aeruginosa,Fluoroquinolones,218.0,10.6
Ireland,2011,Pseudomonas aeruginosa,Fluoroquinolones,179.0,6.1
Ireland,2012,Pseudomonas aeruginosa,Fluoroquinolones,215.0,14.9
Ireland,2013,Pseudomonas aeruginosa,Fluoroquinolones,205.0,12.2
Ireland,2014,Pseudomonas aeruginosa,Fluoroquinolones,178.0,8.4
Italy,2010,Pseudomonas aeruginosa,Fluoroquinolones,467.0,31.0
Italy,2011,Pseudomonas aeruginosa,Fluoroquinolones,318.0,26.1
Italy,2012,Pseudomonas aeruginosa,Fluoroquinolones,675.0,31.4
Italy,2013,Pseudomonas aeruginosa,Fluoroquinolones,773.0,28.7
Italy,2014,Pseudomonas aeruginosa,Fluoroquinolones,739.0,28.3
Latvia,2010,Pseudomonas aeruginosa,Fluoroquinolones,21.0,19.0
Latvia,2011,Pseudomonas aeruginosa,Fluoroquinolones,12.0,25.0
Latvia,2012,Pseudomonas aeruginosa,Fluoroquinolones,18.0,22.2
Latvia,2013,Pseudomonas aeruginosa,Fluoroquinolones,25.0,24.0
Latvia,2014,Pseudomonas aeruginosa,Fluoroquinolones,18.0,16.7
Lithuania,2010,Pseudomonas aeruginosa,Fluoroquinolones,31.0,16.1
Lithuania,2011,Pseudomonas aeruginosa,Fluoroquinolones,30.0,16.7
Lithuania,2012,Pseudomonas aeruginosa,Fluoroquinolones,28.0,10.7
Lithuania,2013,Pseudomonas aeruginosa,Fluoroquinolones,37.0,10.8
Lithuania,2014,Pseudomonas aeruginosa,Fluoroquinolones,31.0,25.8
Luxembourg,2010,Pseudomonas aeruginosa,Fluoroquinolones,32.0,21.9
Luxembourg,2011,Pseudomonas aeruginosa,Fluoroquinolones,32.0,18.8
Luxembourg,2012,Pseudomonas aeruginosa,Fluoroquinolones,31.0,19.4
Luxembourg,2013,Pseudomonas aeruginosa,Fluoroquinolones,34.0,20.6
Luxembourg,2014,Pseudomonas aeruginosa,Fluoroquinolones,41.0,9.8
Malta,2010,Pseudomonas aeruginosa,Fluoroquinolones,42.0,23.8
Malta,2011,Pseudomonas aeruginosa,Fluoroquinolones,42.0,19.0
Malta,2012,Pseudomonas aeruginosa,Fluoroquinolones,31.0,0.0
Malta,2013,Pseudomonas aeruginosa,Fluoroquinolones,25.0,8.0
Malta,2014,Pseudomonas aeruginosa,Fluoroquinolones,38.0,5.3
Netherlands,2010,Pseudomonas aeruginosa,Fluoroquinolones,375.0,4.3
Netherlands,2011,Pseudomonas aeruginosa,Fluoroquinolones,434.0,7.1
Netherlands,2012,Pseudomonas aeruginosa,Fluoroquinolones,395.0,6.1
Netherlands,2013,Pseudomonas aeruginosa,Fluoroquinolones,370.0,6.2
Netherlands,2014,Pseudomonas aeruginosa,Fluoroquinolones,541.0,6.7
Norway,2010,Pseudomonas aeruginosa,Fluoroquinolones,165.0,3.6
Norway,2011,Pseudomonas aeruginosa,Fluoroquinolones,147.0,5.4
Norway,2012,Pseudomonas aeruginosa,Fluoroquinolones,209.0,5.7
Norway,2013,Pseudomonas aeruginosa,Fluoroquinolones,205.0,8.8
Norway,2014,Pseudomonas aeruginosa,Fluoroquinolones,257.0,3.1
Poland,2010,Pseudomonas aeruginosa,Fluoroquinolones,158.0,27.8
Poland,2011,Pseudomonas aeruginosa,Fluoroquinolones,194.0,30.4
Poland,2012,Pseudomonas aeruginosa,Fluoroquinolones,175.0,26.9
Poland,2013,Pseudomonas aeruginosa,Fluoroquinolones,194.0,29.4
Poland,2014,Pseudomonas aeruginosa,Fluoroquinolones,,
Portugal,2010,Pseudomonas aeruginosa,Fluoroquinolones,533.0,20.3
Portugal,2011,Pseudomonas aeruginosa,Fluoroquinolones,516.0,25.6
Portugal,2012,Pseudomonas aeruginosa,Fluoroquinolones,587.0,25.6
Portugal,2013,Pseudomonas aeruginosa,Fluoroquinolones,735.0,23.9
Portugal,2014,Pseudomonas aeruginosa,Fluoroquinolones,1062.0,26.3
Romania,2010,Pseudomonas aeruginosa,Fluoroquinolones,9.0,
Romania,2011,Pseudomonas aeruginosa,Fluoroquinolones,9.0,
Romania,2012,Pseudomonas aeruginosa,Fluoroquinolones,45.0,53.3
Romania,2013,Pseudomonas aeruginosa,Fluoroquinolones,84.0,45.2
Romania,2014,Pseudomonas aeruginosa,Fluoroquinolones,92.0,55.4
Slovakia,2010,Pseudomonas aeruginosa,Fluoroquinolones,,
Slovakia,2011,Pseudomonas aeruginosa,Fluoroquinolones,266.0,58.6
Slovakia,2012,Pseudomonas aeruginosa,Fluoroquinolones,199.0,56.3
Slovakia,2013,Pseudomonas aeruginosa,Fluoroquinolones,286.0,53.1
Slovakia,2014,Pseudomonas aeruginosa,Fluoroquinolones,275.0,45.5
Slovenia,2010,Pseudomonas aeruginosa,Fluoroquinolones,95.0,9.5
Slovenia,2011,Pseudomonas aeruginosa,Fluoroquinolones,118.0,9.3
Slovenia,2012,Pseudomonas aeruginosa,Fluoroquinolones,134.0,14.9
Slovenia,2013,Pseudomonas aeruginosa,Fluoroquinolones,133.0,11.3
Slovenia,2014,Pseudomonas aeruginosa,Fluoroquinolones,112.0,22.3
Spain,2010,Pseudomonas aeruginosa,Fluoroquinolones,749.0,24.8
Spain,2011,Pseudomonas aeruginosa,Fluoroquinolones,838.0,24.2
Spain,2012,Pseudomonas aeruginosa,Fluoroquinolones,848.0,21.0
Spain,2013,Pseudomonas aeruginosa,Fluoroquinolones,825.0,22.7
Spain,2014,Pseudomonas aeruginosa,Fluoroquinolones,873.0,24.6
Sweden,2010,Pseudomonas aeruginosa,Fluoroquinolones,317.0,6.3
Sweden,2011,Pseudomonas aeruginosa,Fluoroquinolones,441.0,5.2
Sweden,2012,Pseudomonas aeruginosa,Fluoroquinolones,357.0,6.7
Sweden,2013,Pseudomonas aeruginosa,Fluoroquinolones,531.0,6.0
Sweden,2014,Pseudomonas aeruginosa,Fluoroquinolones,338.0,7.7
United Kingdom,2010,Pseudomonas aeruginosa,Fluoroquinolones,568.0,6.7
United Kingdom,2011,Pseudomonas aeruginosa,Fluoroquinolones,585.0,6.2
United Kingdom,2012,Pseudomonas aeruginosa,Fluoroquinolones,664.0,4.8
United Kingdom,2013,Pseudomonas aeruginosa,Fluoroquinolones,711.0,5.8
United Kingdom,2014,Pseudomonas aeruginosa,Fluoroquinolones,629.0,5.4
Austria,2010,Pseudomonas aeruginosa,Piperacillin,503.0,8.7
Austria,2011,Pseudomonas aeruginosa,Piperacillin,528.0,13.6
Austria,2012,Pseudomonas aeruginosa,Piperacillin,588.0,18.2
Austria,2013,Pseudomonas aeruginosa,Piperacillin,616.0,13.3
Austria,2014,Pseudomonas aeruginosa,Piperacillin,636.0,11.8
Belgium,2010,Pseudomonas aeruginosa,Piperacillin,121.0,11.6
Belgium,2011,Pseudomonas aeruginosa,Piperacillin,376.0,15.4
Belgium,2012,Pseudomonas aeruginosa,Piperacillin,342.0,9.6
Belgium,2013,Pseudomonas aeruginosa,Piperacillin,431.0,13.2
Belgium,2014,Pseudomonas aeruginosa,Piperacillin,294.0,9.5
Bulgaria,2010,Pseudomonas aeruginosa,Piperacillin,41.0,14.6
Bulgaria,2011,Pseudomonas aeruginosa,Piperacillin,43.0,23.3
Bulgaria,2012,Pseudomonas aeruginosa,Piperacillin,50.0,26.0
Bulgaria,2013,Pseudomonas aeruginosa,Piperacillin,59.0,13.6
Bulgaria,2014,Pseudomonas aeruginosa,Piperacillin,48.0,31.3
Croatia,2010,Pseudomonas aeruginosa,Piperacillin,208.0,15.9
Croatia,2011,Pseudomonas aeruginosa,Piperacillin,224.0,23.2
Croatia,2012,Pseudomonas aeruginosa,Piperacillin,194.0,21.6
Croatia,2013,Pseudomonas aeruginosa,Piperacillin,233.0,23.6
Croatia,2014,Pseudomonas aeruginosa,Piperacillin,216.0,24.5
Cyprus,2010,Pseudomonas aeruginosa,Piperacillin,48.0,18.8
Cyprus,2011,Pseudomonas aeruginosa,Piperacillin,51.0,19.6
Cyprus,2012,Pseudomonas aeruginosa,Piperacillin,50.0,10.0
Cyprus,2013,Pseudomonas aeruginosa,Piperacillin,47.0,8.5
Cyprus,2014,Pseudomonas aeruginosa,Piperacillin,42.0,16.7
Czech Republic,2010,Pseudomonas aeruginosa,Piperacillin,510.0,27.6
Czech Republic,2011,Pseudomonas aeruginosa,Piperacillin,448.0,22.1
Czech Republic,2012,Pseudomonas aeruginosa,Piperacillin,489.0,26.4
Czech Republic,2013,Pseudomonas aeruginosa,Piperacillin,516.0,27.5
Czech Republic,2014,Pseudomonas aeruginosa,Piperacillin,429.0,23.1
Denmark,2010,Pseudomonas aeruginosa,Piperacillin,361.0,3.9
Denmark,2011,Pseudomonas aeruginosa,Piperacillin,405.0,5.4
Denmark,2012,Pseudomonas aeruginosa,Piperacillin,389.0,4.6
Denmark,2013,Pseudomonas aeruginosa,Piperacillin,414.0,2.4
Denmark,2014,Pseudomonas aeruginosa,Piperacillin,388.0,4.4
Estonia,2010,Pseudomonas aeruginosa,Piperacillin,8.0,
Estonia,2011,Pseudomonas aeruginosa,Piperacillin,3.0,
Estonia,2012,Pseudomonas aeruginosa,Piperacillin,31.0,16.1
Estonia,2013,Pseudomonas aeruginosa,Piperacillin,17.0,11.8
Estonia,2014,Pseudomonas aeruginosa,Piperacillin,39.0,10.3
Finland,2010,Pseudomonas aeruginosa,Piperacillin,270.0,7.0
Finland,2011,Pseudomonas aeruginosa,Piperacillin,211.0,15.6
Finland,2012,Pseudomonas aeruginosa,Piperacillin,314.0,7.6
Finland,2013,Pseudomonas aeruginosa,Piperacillin,326.0,8.6
Finland,2014,Pseudomonas aeruginosa,Piperacillin,306.0,6.9
France,2010,Pseudomonas aeruginosa,Piperacillin,1125.0,20.3
France,2011,Pseudomonas aeruginosa,Piperacillin,1572.0,22.5
France,2012,Pseudomonas aeruginosa,Piperacillin,1627.0,19.9
France,2013,Pseudomonas aeruginosa,Piperacillin,1815.0,15.4
France,2014,Pseudomonas aeruginosa,Piperacillin,1783.0,17.0
Germany,2010,Pseudomonas aeruginosa,Piperacillin,315.0,15.6
Germany,2011,Pseudomonas aeruginosa,Piperacillin,386.0,14.8
Germany,2012,Pseudomonas aeruginosa,Piperacillin,432.0,15.5
Germany,2013,Pseudomonas aeruginosa,Piperacillin,608.0,18.4
Germany,2014,Pseudomonas aeruginosa,Piperacillin,642.0,17.4
Greece,2010,Pseudomonas aeruginosa,Piperacillin,998.0,38.9
Greece,2011,Pseudomonas aeruginosa,Piperacillin,923.0,31.1
Greece,2012,Pseudomonas aeruginosa,Piperacillin,849.0,34.3
Greece,2013,Pseudomonas aeruginosa,Piperacillin,863.0,29.9
Greece,2014,Pseudomonas aeruginosa,Piperacillin,666.0,31.4
Hungary,2010,Pseudomonas aeruginosa,Piperacillin,596.0,13.8
Hungary,2011,Pseudomonas aeruginosa,Piperacillin,599.0,10.7
Hungary,2012,Pseudomonas aeruginosa,Piperacillin,610.0,19.2
Hungary,2013,Pseudomonas aeruginosa,Piperacillin,657.0,19.8
Hungary,2014,Pseudomonas aeruginosa,Piperacillin,736.0,23.5
Iceland,2010,Pseudomonas aeruginosa,Piperacillin,12.0,8.3
Iceland,2011,Pseudomonas aeruginosa,Piperacillin,17.0,5.9
Iceland,2012,Pseudomonas aeruginosa,Piperacillin,10.0,10.0
Iceland,2013,Pseudomonas aeruginosa,Piperacillin,11.0,0.0
Iceland,2014,Pseudomonas aeruginosa,Piperacillin,11.0,9.1
Ireland,2010,Pseudomonas aeruginosa,Piperacillin,218.0,8.3
Ireland,2011,Pseudomonas aeruginosa,Piperacillin,172.0,2.9
Ireland,2012,Pseudomonas aeruginosa,Piperacillin,216.0,16.2
Ireland,2013,Pseudomonas aeruginosa,Piperacillin,202.0,11.4
Ireland,2014,Pseudomonas aeruginosa,Piperacillin,178.0,11.2
Italy,2010,Pseudomonas aeruginosa,Piperacillin,429.0,21.2
Italy,2011,Pseudomonas aeruginosa,Piperacillin,233.0,21.9
Italy,2012,Pseudomonas aeruginosa,Piperacillin,541.0,30.1
Italy,2013,Pseudomonas aeruginosa,Piperacillin,754.0,30.9
Italy,2014,Pseudomonas aeruginosa,Piperacillin,686.0,31.5
Latvia,2010,Pseudomonas aeruginosa,Piperacillin,21.0,19.0
Latvia,2011,Pseudomonas aeruginosa,Piperacillin,11.0,9.1
Latvia,2012,Pseudomonas aeruginosa,Piperacillin,17.0,17.6
Latvia,2013,Pseudomonas aeruginosa,Piperacillin,24.0,20.8
Latvia,2014,Pseudomonas aeruginosa,Piperacillin,3.0,
Lithuania,2010,Pseudomonas aeruginosa,Piperacillin,31.0,6.5
Lithuania,2011,Pseudomonas aeruginosa,Piperacillin,30.0,13.3
Lithuania,2012,Pseudomonas aeruginosa,Piperacillin,28.0,10.7
Lithuania,2013,Pseudomonas aeruginosa,Piperacillin,35.0,8.6
Lithuania,2014,Pseudomonas aeruginosa,Piperacillin,31.0,32.3
Luxembourg,2010,Pseudomonas aeruginosa,Piperacillin,32.0,6.3
Luxembourg,2011,Pseudomonas aeruginosa,Piperacillin,32.0,15.6
Luxembourg,2012,Pseudomonas aeruginosa,Piperacillin,31.0,16.1
Luxembourg,2013,Pseudomonas aeruginosa,Piperacillin,34.0,11.8
Luxembourg,2014,Pseudomonas aeruginosa,Piperacillin,37.0,10.8
Malta,2010,Pseudomonas aeruginosa,Piperacillin,42.0,35.7
Malta,2011,Pseudomonas aeruginosa,Piperacillin,42.0,23.8
Malta,2012,Pseudomonas aeruginosa,Piperacillin,31.0,9.7
Malta,2013,Pseudomonas aeruginosa,Piperacillin,24.0,20.8
Malta,2014,Pseudomonas aeruginosa,Piperacillin,38.0,10.5
Netherlands,2010,Pseudomonas aeruginosa,Piperacillin,374.0,4.3
Netherlands,2011,Pseudomonas aeruginosa,Piperacillin,391.0,6.4
Netherlands,2012,Pseudomonas aeruginosa,Piperacillin,386.0,5.2
Netherlands,2013,Pseudomonas aeruginosa,Piperacillin,381.0,6.6
Netherlands,2014,Pseudomonas aeruginosa,Piperacillin,530.0,8.1
Norway,2010,Pseudomonas aeruginosa,Piperacillin,163.0,3.1
Norway,2011,Pseudomonas aeruginosa,Piperacillin,142.0,4.9
Norway,2012,Pseudomonas aeruginosa,Piperacillin,198.0,7.1
Norway,2013,Pseudomonas aeruginosa,Piperacillin,198.0,9.1
Norway,2014,Pseudomonas aeruginosa,Piperacillin,254.0,7.9
Poland,2010,Pseudomonas aeruginosa,Piperacillin,163.0,29.4
Poland,2011,Pseudomonas aeruginosa,Piperacillin,191.0,31.4
Poland,2012,Pseudomonas aeruginosa,Piperacillin,157.0,29.9
Poland,2013,Pseudomonas aeruginosa,Piperacillin,171.0,31.6
Poland,2014,Pseudomonas aeruginosa,Piperacillin,,
Portugal,2010,Pseudomonas aeruginosa,Piperacillin,546.0,17.6
Portugal,2011,Pseudomonas aeruginosa,Piperacillin,522.0,19.0
Portugal,2012,Pseudomonas aeruginosa,Piperacillin,586.0,19.8
Portugal,2013,Pseudomonas aeruginosa,Piperacillin,87.0,24.1
Portugal,2014,Pseudomonas aeruginosa,Piperacillin,1061.0,28.5
Romania,2010,Pseudomonas aeruginosa,Piperacillin,8.0,
Romania,2011,Pseudomonas aeruginosa,Piperacillin,7.0,
Romania,2012,Pseudomonas aeruginosa,Piperacillin,44.0,50.0
Romania,2013,Pseudomonas aeruginosa,Piperacillin,80.0,55.0
Romania,2014,Pseudomonas aeruginosa,Piperacillin,90.0,62.2
Slovakia,2010,Pseudomonas aeruginosa,Piperacillin,,
Slovakia,2011,Pseudomonas aeruginosa,Piperacillin,266.0,41.4
Slovakia,2012,Pseudomonas aeruginosa,Piperacillin,195.0,38.5
Slovakia,2013,Pseudomonas aeruginosa,Piperacillin,265.0,41.5
Slovakia,2014,Pseudomonas aeruginosa,Piperacillin,269.0,36.1
Slovenia,2010,Pseudomonas aeruginosa,Piperacillin,95.0,14.7
Slovenia,2011,Pseudomonas aeruginosa,Piperacillin,118.0,12.7
Slovenia,2012,Pseudomonas aeruginosa,Piperacillin,134.0,7.5
Slovenia,2013,Pseudomonas aeruginosa,Piperacillin,133.0,13.5
Slovenia,2014,Pseudomonas aeruginosa,Piperacillin,112.0,25.9
Spain,2010,Pseudomonas aeruginosa,Piperacillin,749.0,6.4
