country,year,bacterium,antibiotic,n_isolates,pct_resistant,resistance_level
Slovenia,2013,Pseudomonas aeruginosa,Combined resistance,133.0,11.3,Medium
Slovenia,2014,Pseudomonas aeruginosa,Combined resistance,112.0,19.6,Medium
Spain,2010,Pseudomonas aeruginosa,Combined resistance,749.0,12.3,Medium
Spain,2011,Pseudomonas aeruginosa,Combined resistance,839.0,12.6,Medium
Spain,2012,Pseudomonas aeruginosa,Combined resistance,853.0,10.8,Medium
Spain,2013,Pseudomonas aeruginosa,Combined resistance,825.0,12.2,Medium
Spain,2014,Pseudomonas aeruginosa,Combined resistance,873.0,12.4,Medium
Sweden,2010,Pseudomonas aeruginosa,Combined resistance,329.0,0.3,Low
Sweden,2011,Pseudomonas aeruginosa,Combined resistance,476.0,2.1,Low
Sweden,2012,Pseudomonas aeruginosa,Combined resistance,357.0,2.8,Low
Sweden,2013,Pseudomonas aeruginosa,Combined resistance,531.0,4.1,Low
Sweden,2014,Pseudomonas aeruginosa,Combined resistance,436.0,1.6,Low
United Kingdom,2010,Pseudomonas aeruginosa,Combined resistance,566.0,2.1,Low
United Kingdom,2011,Pseudomonas aeruginosa,Combined resistance,587.0,2.6,Low
United Kingdom,2012,Pseudomonas aeruginosa,Combined resistance,666.0,1.7,Low
United Kingdom,2013,Pseudomonas aeruginosa,Combined resistance,711.0,2.4,Low
United Kingdom,2014,Pseudomonas aeruginosa,Combined resistance,627.0,1.6,Low
Austria,2010,Pseudomonas aeruginosa,Fluoroquinolones,500.0,15.6,Medium
Austria,2011,Pseudomonas aeruginosa,Fluoroquinolones,511.0,18.6,Medium
Austria,2012,Pseudomonas aeruginosa,Fluoroquinolones,487.0,14.4,Medium
Austria,2013,Pseudomonas aeruginosa,Fluoroquinolones,533.0,15.2,Medium
Austria,2014,Pseudomonas aeruginosa,Fluoroquinolones,599.0,10.9,Medium
Belgium,2010,Pseudomonas aeruginosa,Fluoroquinolones,121.0,12.4,Medium
Belgium,2011,Pseudomonas aeruginosa,Fluoroquinolones,397.0,21.2,Medium
Belgium,2012,Pseudomonas aeruginosa,Fluoroquinolones,329.0,18.2,Medium
Belgium,2013,Pseudomonas aeruginosa,Fluoroquinolones,486.0,16.9,Medium
Belgium,2014,Pseudomonas aeruginosa,Fluoroquinolones,309.0,12.6,Medium
Bulgaria,2010,Pseudomonas aeruginosa,Fluoroquinolones,42.0,21.4,Medium
Bulgaria,2011,Pseudomonas aeruginosa,Fluoroquinolones,47.0,29.8,High
Bulgaria,2012,Pseudomonas aeruginosa,Fluoroquinolones,52.0,32.7,High
Bulgaria,2013,Pseudomonas aeruginosa,Fluoroquinolones,60.0,18.3,Medium
Bulgaria,2014,Pseudomonas aeruginosa,Fluoroquinolones,48.0,27.1,High
Croatia,2010,Pseudomonas aeruginosa,Fluoroquinolones,208.0,26.4,High
Croatia,2011,Pseudomonas aeruginosa,Fluoroquinolones,225.0,35.1,High
Croatia,2012,Pseudomonas aeruginosa,Fluoroquinolones,194.0,23.7,Medium
Croatia,2013,Pseudomonas aeruginosa,Fluoroquinolones,240.0,21.7,Medium
Croatia,2014,Pseudomonas aeruginosa,Fluoroquinolones,230.0,30.0,High
Cyprus,2010,Pseudomonas aeruginosa,Fluoroquinolones,47.0,17.0,Medium
Cyprus,2011,Pseudomonas aeruginosa,Fluoroquinolones,51.0,13.7,Medium
Cyprus,2012,Pseudomonas aeruginosa,Fluoroquinolones,52.0,15.4,Medium
Cyprus,2013,Pseudomonas aeruginosa,Fluoroquinolones,47.0,10.6,Medium
Cyprus,2014,Pseudomonas aeruginosa,Fluoroquinolones,42.0,16.7,Medium
Czech Republic,2010,Pseudomonas aeruginosa,Fluoroquinolones,510.0,40.8,High
Czech Republic,2011,Pseudomonas aeruginosa,Fluoroquinolones,448.0,33.9,High
Czech Republic,2012,Pseudomonas aeruginosa,Fluoroquinolones,489.0,30.9,High
Czech Republic,2013,Pseudomonas aeruginosa,Fluoroquinolones,516.0,33.7,High
Czech Republic,2014,Pseudomonas aeruginosa,Fluoroquinolones,447.0,32.7,High
Denmark,2010,Pseudomonas aeruginosa,Fluoroquinolones,360.0,6.1,Low
Denmark,2011,Pseudomonas aeruginosa,Fluoroquinolones,403.0,6.9,Low
Denmark,2012,Pseudomonas aeruginosa,Fluoroquinolones,389.0,4.1,Low
Denmark,2013,Pseudomonas aeruginosa,Fluoroquinolones,408.0,3.2,Low
Denmark,2014,Pseudomonas aeruginosa,Fluoroquinolones,388.0,3.6,Low
Estonia,2010,Pseudomonas aeruginosa,Fluoroquinolones,10.0,20.0,Medium
Estonia,2011,Pseudomonas aeruginosa,Fluoroquinolones,16.0,6.3,Low
Estonia,2012,Pseudomonas aeruginosa,Fluoroquinolones,32.0,15.6,Medium
Estonia,2013,Pseudomonas aeruginosa,Fluoroquinolones,20.0,25.0,High
Estonia,2014,Pseudomonas aeruginosa,Fluoroquinolones,39.0,10.3,Medium
Finland,2010,Pseudomonas aeruginosa,Fluoroquinolones,280.0,11.1,Medium
Finland,2011,Pseudomonas aeruginosa,Fluoroquinolones,233.0,15.5,Medium
Finland,2012,Pseudomonas aeruginosa,Fluoroquinolones,327.0,8.0,Low
Finland,2013,Pseudomonas aeruginosa,Fluoroquinolones,316.0,11.4,Medium
Finland,2014,Pseudomonas aeruginosa,Fluoroquinolones,289.0,10.0,Medium
France,2010,Pseudomonas aeruginosa,Fluoroquinolones,1181.0,22.8,Medium
France,2011,Pseudomonas aeruginosa,Fluoroquinolones,1554.0,27.0,High
France,2012,Pseudomonas aeruginosa,Fluoroquinolones,1723.0,22.2,Medium
France,2013,Pseudomonas aeruginosa,Fluoroquinolones,1863.0,21.2,Medium
France,2014,Pseudomonas aeruginosa,Fluoroquinolones,1779.0,20.6,Medium
Germany,2010,Pseudomonas aeruginosa,Fluoroquinolones,315.0,18.4,Medium
Germany,2011,Pseudomonas aeruginosa,Fluoroquinolones,385.0,18.2,Medium
Germany,2012,Pseudomonas aeruginosa,Fluoroquinolones,434.0,19.6,Medium
Germany,2013,Pseudomonas aeruginosa,Fluoroquinolones,607.0,16.3,Medium
Germany,2014,Pseudomonas aeruginosa,Fluoroquinolones,623.0,13.0,Medium
Greece,2010,Pseudomonas aeruginosa,Fluoroquinolones,985.0,45.7,High
Greece,2011,Pseudomonas aeruginosa,Fluoroquinolones,933.0,38.8,High
Greece,2012,Pseudomonas aeruginosa,Fluoroquinolones,864.0,44.3,High
Greece,2013,Pseudomonas aeruginosa,Fluoroquinolones,853.0,43.5,High
Greece,2014,Pseudomonas aeruginosa,Fluoroquinolones,676.0,37.7,High
Hungary,2010,Pseudomonas aeruginosa,Fluoroquinolones,629.0,26.7,High
Hungary,2011,Pseudomonas aeruginosa,Fluoroquinolones,599.0,20.4,Medium
Hungary,2012,Pseudomonas aeruginosa,Fluoroquinolones,618.0,22.3,Medium
Hungary,2013,Pseudomonas aeruginosa,Fluoroquinolones,667.0,23.4,Medium
Hungary,2014,Pseudomonas aeruginosa,Fluoroquinolones,743.0,24.6,Medium
Iceland,2010,Pseudomonas aeruginosa,Fluoroquinolones,12.0,16.7,Medium
Iceland,2011,Pseudomonas aeruginosa,Fluoroquinolones,16.0,6.3,Low
Iceland,2012,Pseudomonas aeruginosa,Fluoroquinolones,10.0,10.0,Medium
Iceland,2013,Pseudomonas aeruginosa,Fluoroquinolones,11.0,0.0,Low
Iceland,2014,Pseudomonas aeruginosa,Fluoroquinolones,11.0,0.0,Low
Ireland,2010,Pseudomonas aeruginosa,Fluoroquinolones,218.0,10.6,Medium
Ireland,2011,Pseudomonas aeruginosa,Fluoroquinolones,179.0,6.1,Low
Ireland,2012,Pseudomonas aeruginosa,Fluoroquinolones,215.0,14.9,Medium
Ireland,2013,Pseudomonas aeruginosa,Fluoroquinolones,205.0,12.2,Medium
Ireland,2014,Pseudomonas aeruginosa,Fluoroquinolones,178.0,8.4,Low
Italy,2010,Pseudomonas aeruginosa,Fluoroquinolones,467.0,31.0,High
Italy,2011,Pseudomonas aeruginosa,Fluoroquinolones,318.0,26.1,High
Italy,2012,Pseudomonas aeruginosa,Fluoroquinolones,675.0,31.4,High
Italy,2013,Pseudomonas aeruginosa,Fluoroquinolones,773.0,28.7,High
Italy,2014,Pseudomonas aeruginosa,Fluoroquinolones,739.0,28.3,High
Latvia,2010,Pseudomonas aeruginosa,Fluoroquinolones,21.0,19.0,Medium
Latvia,2011,Pseudomonas aeruginosa,Fluoroquinolones,12.0,25.0,High
Latvia,2012,Pseudomonas aeruginosa,Fluoroquinolones,18.0,22.2,Medium
Latvia,2013,Pseudomonas aeruginosa,Fluoroquinolones,25.0,24.0,Medium
Latvia,2014,Pseudomonas aeruginosa,Fluoroquinolones,18.0,16.7,Medium
Lithuania,2010,Pseudomonas aeruginosa,Fluoroquinolones,31.0,16.1,Medium
Lithuania,2011,Pseudomonas aeruginosa,Fluoroquinolones,30.0,16.7,Medium
Lithuania,2012,Pseudomonas aeruginosa,Fluoroquinolones,28.0,10.7,Medium
Lithuania,2013,Pseudomonas aeruginosa,Fluoroquinolones,37.0,10.8,Medium
Lithuania,2014,Pseudomonas aeruginosa,Fluoroquinolones,31.0,25.8,High
Luxembourg,2010,Pseudomonas aeruginosa,Fluoroquinolones,32.0,21.9,Medium
Luxembourg,2011,Pseudomonas aeruginosa,Fluoroquinolones,32.0,18.8,Medium
Luxembourg,2012,Pseudomonas aeruginosa,Fluoroquinolones,31.0,19.4,Medium
Luxembourg,2013,Pseudomonas aeruginosa,Fluoroquinolones,34.0,20.6,Medium
Luxembourg,2014,Pseudomonas aeruginosa,Fluoroquinolones,41.0,9.8,Low
Malta,2010,Pseudomonas aeruginosa,Fluoroquinolones,42.0,23.8,Medium
Malta,2011,Pseudomonas aeruginosa,Fluoroquinolones,42.0,19.0,Medium
Malta,2012,Pseudomonas aeruginosa,Fluoroquinolones,31.0,0.0,Low
Malta,2013,Pseudomonas aeruginosa,Fluoroquinolones,25.0,8.0,Low
Malta,2014,Pseudomonas aeruginosa,Fluoroquinolones,38.0,5.3,Low
Netherlands,2010,Pseudomonas aeruginosa,Fluoroquinolones,375.0,4.3,Low
Netherlands,2011,Pseudomonas aeruginosa,Fluoroquinolones,434.0,7.1,Low
Netherlands,2012,Pseudomonas aeruginosa,Fluoroquinolones,395.0,6.1,Low
Netherlands,2013,Pseudomonas aeruginosa,Fluoroquinolones,370.0,6.2,Low
Netherlands,2014,Pseudomonas aeruginosa,Fluoroquinolones,541.0,6.7,Low
Norway,2010,Pseudomonas aeruginosa,Fluoroquinolones,165.0,3.6,Low
Norway,2011,Pseudomonas aeruginosa,Fluoroquinolones,147.0,5.4,Low
Norway,2012,Pseudomonas aeruginosa,Fluoroquinolones,209.0,5.7,Low
Norway,2013,Pseudomonas aeruginosa,Fluoroquinolones,205.0,8.8,Low
Norway,2014,Pseudomonas aeruginosa,Fluoroquinolones,257.0,3.1,Low
Poland,2010,Pseudomonas aeruginosa,Fluoroquinolones,158.0,27.8,High
Poland,2011,Pseudomonas aeruginosa,Fluoroquinolones,194.0,30.4,High
Poland,2012,Pseudomonas aeruginosa,Fluoroquinolones,175.0,26.9,High
Poland,2013,Pseudomonas aeruginosa,Fluoroquinolones,194.0,29.4,High
Portugal,2010,Pseudomonas aeruginosa,Fluoroquinolones,533.0,20.3,Medium
Portugal,2011,Pseudomonas aeruginosa,Fluoroquinolones,516.0,25.6,High
Portugal,2012,Pseudomonas aeruginosa,Fluoroquinolones,587.0,25.6,High
Portugal,2013,Pseudomonas aeruginosa,Fluoroquinolones,735.0,23.9,Medium
Portugal,2014,Pseudomonas aeruginosa,Fluoroquinolones,1062.0,26.3,High
Romania,2012,Pseudomonas aeruginosa,Fluoroquinolones,45.0,53.3,High
Romania,2013,Pseudomonas aeruginosa,Fluoroquinolones,84.0,45.2,High
Romania,2014,Pseudomonas aeruginosa,Fluoroquinolones,92.0,55.4,High
Slovakia,2011,Pseudomonas aeruginosa,Fluoroquinolones,266.0,58.6,High
Slovakia,2012,Pseudomonas aeruginosa,Fluoroquinolones,199.0,56.3,High
Slovakia,2013,Pseudomonas aeruginosa,Fluoroquinolones,286.0,53.1,High
Slovakia,2014,Pseudomonas aeruginosa,Fluoroquinolones,275.0,45.5,High
Slovenia,2010,Pseudomonas aeruginosa,Fluoroquinolones,95.0,9.5,Low
Slovenia,2011,Pseudomonas aeruginosa,Fluoroquinolones,118.0,9.3,Low
Slovenia,2012,Pseudomonas aeruginosa,Fluoroquinolones,134.0,14.9,Medium
Slovenia,2013,Pseudomonas aeruginosa,Fluoroquinolones,133.0,11.3,Medium
Slovenia,2014,Pseudomonas aeruginosa,Fluoroquinolones,112.0,22.3,Medium
Spain,2010,Pseudomonas aeruginosa,Fluoroquinolones,749.0,24.8,Medium
Spain,2011,Pseudomonas aeruginosa,Fluoroquinolones,838.0,24.2,Medium
Spain,2012,Pseudomonas aeruginosa,Fluoroquinolones,848.0,21.0,Medium
Spain,2013,Pseudomonas aeruginosa,Fluoroquinolones,825.0,22.7,Medium
Spain,2014,Pseudomonas aeruginosa,Fluoroquinolones,873.0,24.6,Medium
Sweden,2010,Pseudomonas aeruginosa,Fluoroquinolones,317.0,6.3,Low
Sweden,2011,Pseudomonas aeruginosa,Fluoroquinolones,441.0,5.2,Low
Sweden,2012,Pseudomonas aeruginosa,Fluoroquinolones,357.0,6.7,Low
Sweden,2013,Pseudomonas aeruginosa,Fluoroquinolones,531.0,6.0,Low
Sweden,2014,Pseudomonas aeruginosa,Fluoroquinolones,338.0,7.7,Low
United Kingdom,2010,Pseudomonas aeruginosa,Fluoroquinolones,568.0,6.7,Low
United Kingdom,2011,Pseudomonas aeruginosa,Fluoroquinolones,585.0,6.2,Low
United Kingdom,2012,Pseudomonas aeruginosa,Fluoroquinolones,664.0,4.8,Low
United Kingdom,2013,Pseudomonas aeruginosa,Fluoroquinolones,711.0,5.8,Low
United Kingdom,2014,Pseudomonas aeruginosa,Fluoroquinolones,629.0,5.4,Low
Austria,2010,Pseudomonas aeruginosa,Piperacillin,503.0,8.7,Low
Austria,2011,Pseudomonas aeruginosa,Piperacillin,528.0,13.6,Medium
Austria,2012,Pseudomonas aeruginosa,Piperacillin,588.0,18.2,Medium
Austria,2013,Pseudomonas aeruginosa,Piperacillin,616.0,13.3,Medium
Austria,2014,Pseudomonas aeruginosa,Piperacillin,636.0,11.8,Medium
Belgium,2010,Pseudomonas aeruginosa,Piperacillin,121.0,11.6,Medium
Belgium,2011,Pseudomonas aeruginosa,Piperacillin,376.0,15.4,Medium
Belgium,2012,Pseudomonas aeruginosa,Piperacillin,342.0,9.6,Low
Belgium,2013,Pseudomonas aeruginosa,Piperacillin,431.0,13.2,Medium
Belgium,2014,Pseudomonas aeruginosa,Piperacillin,294.0,9.5,Low
Bulgaria,2010,Pseudomonas aeruginosa,Piperacillin,41.0,14.6,Medium
Bulgaria,2011,Pseudomonas aeruginosa,Piperacillin,43.0,23.3,Medium
Bulgaria,2012,Pseudomonas aeruginosa,Piperacillin,50.0,26.0,High
Bulgaria,2013,Pseudomonas aeruginosa,Piperacillin,59.0,13.6,Medium
Bulgaria,2014,Pseudomonas aeruginosa,Piperacillin,48.0,31.3,High
Croatia,2010,Pseudomonas aeruginosa,Piperacillin,208.0,15.9,Medium
Croatia,2011,Pseudomonas aeruginosa,Piperacillin,224.0,23.2,Medium
Croatia,2012,Pseudomonas aeruginosa,Piperacillin,194.0,21.6,Medium
Croatia,2013,Pseudomonas aeruginosa,Piperacillin,233.0,23.6,Medium
Croatia,2014,Pseudomonas aeruginosa,Piperacillin,216.0,24.5,Medium
Cyprus,2010,Pseudomonas aeruginosa,Piperacillin,48.0,18.8,Medium
Cyprus,2011,Pseudomonas aeruginosa,Piperacillin,51.0,19.6,Medium
Cyprus,2012,Pseudomonas aeruginosa,Piperacillin,50.0,10.0,Medium
Cyprus,2013,Pseudomonas aeruginosa,Piperacillin,47.0,8.5,Low
Cyprus,2014,Pseudomonas aeruginosa,Piperacillin,42.0,16.7,Medium
Czech Republic,2010,Pseudomonas aeruginosa,Piperacillin,510.0,27.6,High
Czech Republic,2011,Pseudomonas aeruginosa,Piperacillin,448.0,22.1,Medium
Czech Republic,2012,Pseudomonas aeruginosa,Piperacillin,489.0,26.4,High
Czech Republic,2013,Pseudomonas aeruginosa,Piperacillin,516.0,27.5,High
Czech Republic,2014,Pseudomonas aeruginosa,Piperacillin,429.0,23.1,Medium
Denmark,2010,Pseudomonas aeruginosa,Piperacillin,361.0,3.9,Low
Denmark,2011,Pseudomonas aeruginosa,Piperacillin,405.0,5.4,Low
Denmark,2012,Pseudomonas aeruginosa,Piperacillin,389.0,4.6,Low
Denmark,2013,Pseudomonas aeruginosa,Piperacillin,414.0,2.4,Low
Denmark,2014,Pseudomonas aeruginosa,Piperacillin,388.0,4.4,Low
Estonia,2012,Pseudomonas aeruginosa,Piperacillin,31.0,16.1,Medium
Estonia,2013,Pseudomonas aeruginosa,Piperacillin,17.0,11.8,Medium
Estonia,2014,Pseudomonas aeruginosa,Piperacillin,39.0,10.3,Medium
Finland,2010,Pseudomonas aeruginosa,Piperacillin,270.0,7.0,Low
Finland,2011,Pseudomonas aeruginosa,Piperacillin,211.0,15.6,Medium
Finland,2012,Pseudomonas aeruginosa,Piperacillin,314.0,7.6,Low
Finland,2013,Pseudomonas aeruginosa,Piperacillin,326.0,8.6,Low
Finland,2014,Pseudomonas aeruginosa,Piperacillin,306.0,6.9,Low
France,2010,Pseudomonas aeruginosa,Piperacillin,1125.0,20.3,Medium
France,2011,Pseudomonas aeruginosa,Piperacillin,1572.0,22.5,Medium
France,2012,Pseudomonas aeruginosa,Piperacillin,1627.0,19.9,Medium
France,2013,Pseudomonas aeruginosa,Piperacillin,1815.0,15.4,Medium
France,2014,Pseudomonas aeruginosa,Piperacillin,1783.0,17.0,Medium
Germany,2010,Pseudomonas aeruginosa,Piperacillin,315.0,15.6,Medium
Germany,2011,Pseudomonas aeruginosa,Piperacillin,386.0,14.8,Medium
Germany,2012,Pseudomonas aeruginosa,Piperacillin,432.0,15.5,Medium
Germany,2013,Pseudomonas aeruginosa,Piperacillin,608.0,18.4,Medium
Germany,2014,Pseudomonas aeruginosa,Piperacillin,642.0,17.4,Medium
Greece,2010,Pseudomonas aeruginosa,Piperacillin,998.0,38.9,High
Greece,2011,Pseudomonas aeruginosa,Piperacillin,923.0,31.1,High
Greece,2012,Pseudomonas aeruginosa,Piperacillin,849.0,34.3,High
Greece,2013,Pseudomonas aeruginosa,Piperacillin,863.0,29.9,High
Greece,2014,Pseudomonas aeruginosa,Piperacillin,666.0,31.4,High
Hungary,2010,Pseudomonas aeruginosa,Piperacillin,596.0,13.8,Medium
Hungary,2011,Pseudomonas aeruginosa,Piperacillin,599.0,10.7,Medium
Hungary,2012,Pseudomonas aeruginosa,Piperacillin,610.0,19.2,Medium
Hungary,2013,Pseudomonas aeruginosa,Piperacillin,657.0,19.8,Medium
Hungary,2014,Pseudomonas aeruginosa,Piperacillin,736.0,23.5,Medium
Iceland,2010,Pseudomonas aeruginosa,Piperacillin,12.0,8.3,Low
Iceland,2011,Pseudomonas aeruginosa,Piperacillin,17.0,5.9,Low
Iceland,2012,Pseudomonas aeruginosa,Piperacillin,10.0,10.0,Medium
Iceland,2013,Pseudomonas aeruginosa,Piperacillin,11.0,0.0,Low
Iceland,2014,Pseudomonas aeruginosa,Piperacillin,11.0,9.1,Low
Ireland,2010,Pseudomonas aeruginosa,Piperacillin,218.0,8.3,Low
Ireland,2011,Pseudomonas aeruginosa,Piperacillin,172.0,2.9,Low
Ireland,2012,Pseudomonas aeruginosa,Piperacillin,216.0,16.2,Medium
Ireland,2013,Pseudomonas aeruginosa,Piperacillin,202.0,11.4,Medium
Ireland,2014,Pseudomonas aeruginosa,Piperacillin,178.0,11.2,Medium
Italy,2010,Pseudomonas aeruginosa,Piperacillin,429.0,21.2,Medium
Italy,2011,Pseudomonas aeruginosa,Piperacillin,233.0,21.9,Medium
Italy,2012,Pseudomonas aeruginosa,Piperacillin,541.0,30.1,High
Italy,2013,Pseudomonas aeruginosa,Piperacillin,754.0,30.9,High
Italy,2014,Pseudomonas aeruginosa,Piperacillin,686.0,31.5,High
Latvia,2010,Pseudomonas aeruginosa,Piperacillin,21.0,19.0,Medium
Latvia,2011,Pseudomonas aeruginosa,Piperacillin,11.0,9.1,Low
Latvia,2012,Pseudomonas aeruginosa,Piperacillin,17.0,17.6,Medium
Latvia,2013,Pseudomonas aeruginosa,Piperacillin,24.0,20.8,Medium
Lithuania,2010,Pseudomonas aeruginosa,Piperacillin,31.0,6.5,Low
Lithuania,2011,Pseudomonas aeruginosa,Piperacillin,30.0,13.3,Medium
Lithuania,2012,Pseudomonas aeruginosa,Piperacillin,28.0,10.7,Medium
Lithuania,2013,Pseudomonas aeruginosa,Piperacillin,35.0,8.6,Low
Lithuania,2014,Pseudomonas aeruginosa,Piperacillin,31.0,32.3,High
Luxembourg,2010,Pseudomonas aeruginosa,Piperacillin,32.0,6.3,Low
Luxembourg,2011,Pseudomonas aeruginosa,Piperacillin,32.0,15.6,Medium
Luxembourg,2012,Pseudomonas aeruginosa,Piperacillin,31.0,16.1,Medium
Luxembourg,2013,Pseudomonas aeruginosa,Piperacillin,34.0,11.8,Medium
Luxembourg,2014,Pseudomonas aeruginosa,Piperacillin,37.0,10.8,Medium
Malta,2010,Pseudomonas aeruginosa,Piperacillin,42.0,35.7,High
Malta,2011,Pseudomonas aeruginosa,Piperacillin,42.0,23.8,Medium
Malta,2012,Pseudomonas aeruginosa,Piperacillin,31.0,9.7,Low
Malta,2013,Pseudomonas aeruginosa,Piperacillin,24.0,20.8,Medium
Malta,2014,Pseudomonas aeruginosa,Piperacillin,38.0,10.5,Medium
Netherlands,2010,Pseudomonas aeruginosa,Piperacillin,374.0,4.3,Low
Netherlands,2011,Pseudomonas aeruginosa,Piperacillin,391.0,6.4,Low
Netherlands,2012,Pseudomonas aeruginosa,Piperacillin,386.0,5.2,Low
Netherlands,2013,Pseudomonas aeruginosa,Piperacillin,381.0,6.6,Low
Netherlands,2014,Pseudomonas aeruginosa,Piperacillin,530.0,8.1,Low
Norway,2010,Pseudomonas aeruginosa,Piperacillin,163.0,3.1,Low
Norway,2011,Pseudomonas aeruginosa,Piperacillin,142.0,4.9,Low
Norway,2012,Pseudomonas aeruginosa,Piperacillin,198.0,7.1,Low
Norway,2013,Pseudomonas aeruginosa,Piperacillin,198.0,9.1,Low
Norway,2014,Pseudomonas aeruginosa,Piperacillin,254.0,7.9,Low
Poland,2010,Pseudomonas aeruginosa,Piperacillin,163.0,29.4,High
Poland,2011,Pseudomonas aeruginosa,Piperacillin,191.0,31.4,High
Poland,2012,Pseudomonas aeruginosa,Piperacillin,157.0,29.9,High
Poland,2013,Pseudomonas aeruginosa,Piperacillin,171.0,31.6,High
Portugal,2010,Pseudomonas aeruginosa,Piperacillin,546.0,17.6,Medium
Portugal,2011,Pseudomonas aeruginosa,Piperacillin,522.0,19.0,Medium
Portugal,2012,Pseudomonas aeruginosa,Piperacillin,586.0,19.8,Medium
Portugal,2013,Pseudomonas aeruginosa,Piperacillin,87.0,24.1,Medium
Portugal,2014,Pseudomonas aeruginosa,Piperacillin,1061.0,28.5,High
Romania,2012,Pseudomonas aeruginosa,Piperacillin,44.0,50.0,High
Romania,2013,Pseudomonas aeruginosa,Piperacillin,80.0,55.0,High
Romania,2014,Pseudomonas aeruginosa,Piperacillin,90.0,62.2,High
Slovakia,2011,Pseudomonas aeruginosa,Piperacillin,266.0,41.4,High
Slovakia,2012,Pseudomonas aeruginosa,Piperacillin,195.0,38.5,High
Slovakia,2013,Pseudomonas aeruginosa,Piperacillin,265.0,41.5,High
Slovakia,2014,Pseudomonas aeruginosa,Piperacillin,269.0,36.1,High
Slovenia,2010,Pseudomonas aeruginosa,Piperacillin,95.0,14.7,Medium
Slovenia,2011,Pseudomonas aeruginosa,Piperacillin,118.0,12.7,Medium
Slovenia,2012,Pseudomonas aeruginosa,Piperacillin,134.0,7.5,Low
Slovenia,2013,Pseudomonas aeruginosa,Piperacillin,133.0,13.5,Medium
Slovenia,2014,Pseudomonas aeruginosa,Piperacillin,112.0,25.9,High
Spain,2010,Pseudomonas aeruginosa,Piperacillin,749.0,6.4,Low
Spain,2011,Pseudomonas aeruginosa,Piperacillin,833.0,6.4,Low
Spain,2012,Pseudomonas aeruginosa,Piperacillin,835.0,6.7,Low
Spain,2013,Pseudomonas aeruginosa,Piperacillin,818.0,8.6,Low
Spain,2014,Pseudomonas aeruginosa,Piperacillin,870.0,7.8,Low
Sweden,2010,Pseudomonas aeruginosa,Piperacillin,272.0,1.1,Low
Sweden,2011,Pseudomonas aeruginosa,Piperacillin,386.0,4.4,Low
Sweden,2012,Pseudomonas aeruginosa,Piperacillin,271.0,5.9,Low
Sweden,2013,Pseudomonas aeruginosa,Piperacillin,531.0,7.3,Low
Sweden,2014,Pseudomonas aeruginosa,Piperacillin,337.0,4.7,Low
United Kingdom,2010,Pseudomonas aeruginosa,Piperacillin,491.0,3.9,Low
United Kingdom,2011,Pseudomonas aeruginosa,Piperacillin,557.0,4.3,Low
United Kingdom,2012,Pseudomonas aeruginosa,Piperacillin,636.0,3.1,Low
United Kingdom,2013,Pseudomonas aeruginosa,Piperacillin,671.0,4.8,Low
United Kingdom,2014,Pseudomonas aeruginosa,Piperacillin,610.0,4.8,Low
Austria,2010,Staphylococcus aureus,Methicillin (MRSA),1813.0,7.4,Low
Austria,2011,Staphylococcus aureus,Methicillin (MRSA),1966.0,7.4,Low
Austria,2012,Staphylococcus aureus,Methicillin (MRSA),2164.0,7.7,Low
Austria,2013,Staphylococcus aureus,Methicillin (MRSA),2534.0,9.2,Low
Austria,2014,Staphylococcus aureus,Methicillin (MRSA),2651.0,7.8,Low
Belgium,2010,Staphylococcus aureus,Methicillin (MRSA),1057.0,20.5,Medium
Belgium,2011,Staphylococcus aureus,Methicillin (MRSA),1744.0,17.4,Medium
Belgium,2012,Staphylococcus aureus,Methicillin (MRSA),1568.0,16.6,Medium
Belgium,2013,Staphylococcus aureus,Methicillin (MRSA),1612.0,16.9,Medium
Belgium,2014,Staphylococcus aureus,Methicillin (MRSA),988.0,13.4,Medium
Bulgaria,2010,Staphylococcus aureus,Methicillin (MRSA),200.0,19.0,Medium
Bulgaria,2011,Staphylococcus aureus,Methicillin (MRSA),214.0,22.4,Medium
Bulgaria,2012,Staphylococcus aureus,Methicillin (MRSA),227.0,19.8,Medium
Bulgaria,2013,Staphylococcus aureus,Methicillin (MRSA),214.0,19.2,Medium
Bulgaria,2014,Staphylococcus aureus,Methicillin (MRSA),216.0,20.8,Medium
Croatia,2010,Staphylococcus aureus,Methicillin (MRSA),357.0,26.1,High
Croatia,2011,Staphylococcus aureus,Methicillin (MRSA),415.0,27.7,High
Croatia,2012,Staphylococcus aureus,Methicillin (MRSA),403.0,21.3,Medium
Croatia,2013,Staphylococcus aureus,Methicillin (MRSA),520.0,24.0,Medium
Croatia,2014,Staphylococcus aureus,Methicillin (MRSA),484.0,21.3,Medium
Cyprus,2010,Staphylococcus aureus,Methicillin (MRSA),99.0,32.3,High
Cyprus,2011,Staphylococcus aureus,Methicillin (MRSA),113.0,41.6,High
Cyprus,2012,Staphylococcus aureus,Methicillin (MRSA),165.0,35.2,High
Cyprus,2013,Staphylococcus aureus,Methicillin (MRSA),157.0,32.5,High
Cyprus,2014,Staphylococcus aureus,Methicillin (MRSA),136.0,36.0,High
Czech Republic,2010,Staphylococcus aureus,Methicillin (MRSA),1593.0,13.5,Medium
Czech Republic,2011,Staphylococcus aureus,Methicillin (MRSA),1555.0,14.5,Medium
Czech Republic,2012,Staphylococcus aureus,Methicillin (MRSA),1611.0,13.0,Medium
