country,year,bacterium,antibiotic,n_isolates,pct_resistant,resistance_level
Slovakia,2014,Escherichia coli,Combined resistance,887.0,17.1,Medium
Slovenia,2010,Escherichia coli,Combined resistance,952.0,3.8,Low
Slovenia,2011,Escherichia coli,Combined resistance,1002.0,4.1,Low
Slovenia,2012,Escherichia coli,Combined resistance,1168.0,5.1,Low
Slovenia,2013,Escherichia coli,Combined resistance,1224.0,4.8,Low
Slovenia,2014,Escherichia coli,Combined resistance,1216.0,7.2,Low
Spain,2010,Escherichia coli,Combined resistance,5696.0,5.5,Low
Spain,2011,Escherichia coli,Combined resistance,5594.0,4.9,Low
Spain,2012,Escherichia coli,Combined resistance,5651.0,5.9,Low
Spain,2013,Escherichia coli,Combined resistance,5922.0,5.8,Low
Spain,2014,Escherichia coli,Combined resistance,5816.0,5.3,Low
Sweden,2010,Escherichia coli,Combined resistance,1925.0,0.9,Low
Sweden,2011,Escherichia coli,Combined resistance,3915.0,1.4,Low
Sweden,2012,Escherichia coli,Combined resistance,5532.0,1.8,Low
Sweden,2013,Escherichia coli,Combined resistance,7094.0,2.0,Low
Sweden,2014,Escherichia coli,Combined resistance,4203.0,2.0,Low
United Kingdom,2010,Escherichia coli,Combined resistance,4192.0,4.0,Low
United Kingdom,2011,Escherichia coli,Combined resistance,5005.0,3.6,Low
United Kingdom,2012,Escherichia coli,Combined resistance,5577.0,4.2,Low
United Kingdom,2013,Escherichia coli,Combined resistance,6536.0,4.4,Low
United Kingdom,2014,Escherichia coli,Combined resistance,6190.0,4.4,Low
Austria,2010,Escherichia coli,Fluoroquinolones,2925.0,20.9,Medium
Austria,2011,Escherichia coli,Fluoroquinolones,3162.0,22.3,Medium
Austria,2012,Escherichia coli,Fluoroquinolones,3610.0,20.6,Medium
Austria,2013,Escherichia coli,Fluoroquinolones,4279.0,22.0,Medium
Austria,2014,Escherichia coli,Fluoroquinolones,4642.0,19.8,Medium
Belgium,2010,Escherichia coli,Fluoroquinolones,1782.0,21.5,Medium
Belgium,2011,Escherichia coli,Fluoroquinolones,3549.0,21.5,Medium
Belgium,2012,Escherichia coli,Fluoroquinolones,3515.0,22.2,Medium
Belgium,2013,Escherichia coli,Fluoroquinolones,4113.0,23.0,Medium
Belgium,2014,Escherichia coli,Fluoroquinolones,2599.0,26.7,High
Bulgaria,2010,Escherichia coli,Fluoroquinolones,151.0,33.1,High
Bulgaria,2011,Escherichia coli,Fluoroquinolones,179.0,30.2,High
Bulgaria,2012,Escherichia coli,Fluoroquinolones,223.0,34.1,High
Bulgaria,2013,Escherichia coli,Fluoroquinolones,187.0,37.4,High
Bulgaria,2014,Escherichia coli,Fluoroquinolones,215.0,38.6,High
Croatia,2010,Escherichia coli,Fluoroquinolones,876.0,17.0,Medium
Croatia,2011,Escherichia coli,Fluoroquinolones,952.0,20.3,Medium
Croatia,2012,Escherichia coli,Fluoroquinolones,892.0,17.0,Medium
Croatia,2013,Escherichia coli,Fluoroquinolones,1026.0,20.2,Medium
Croatia,2014,Escherichia coli,Fluoroquinolones,1072.0,20.1,Medium
Cyprus,2010,Escherichia coli,Fluoroquinolones,138.0,42.8,High
Cyprus,2011,Escherichia coli,Fluoroquinolones,137.0,47.4,High
Cyprus,2012,Escherichia coli,Fluoroquinolones,176.0,42.0,High
Cyprus,2013,Escherichia coli,Fluoroquinolones,162.0,51.9,High
Cyprus,2014,Escherichia coli,Fluoroquinolones,153.0,46.4,High
Czech Republic,2010,Escherichia coli,Fluoroquinolones,2481.0,22.7,Medium
Czech Republic,2011,Escherichia coli,Fluoroquinolones,2682.0,23.5,Medium
Czech Republic,2012,Escherichia coli,Fluoroquinolones,2809.0,21.0,Medium
Czech Republic,2013,Escherichia coli,Fluoroquinolones,2953.0,20.8,Medium
Czech Republic,2014,Escherichia coli,Fluoroquinolones,2976.0,21.6,Medium
Denmark,2010,Escherichia coli,Fluoroquinolones,3166.0,13.7,Medium
Denmark,2011,Escherichia coli,Fluoroquinolones,3583.0,14.1,Medium
Denmark,2012,Escherichia coli,Fluoroquinolones,3923.0,14.1,Medium
Denmark,2013,Escherichia coli,Fluoroquinolones,3963.0,12.4,Medium
Denmark,2014,Escherichia coli,Fluoroquinolones,4489.0,12.3,Medium
Estonia,2010,Escherichia coli,Fluoroquinolones,263.0,8.4,Low
Estonia,2011,Escherichia coli,Fluoroquinolones,312.0,9.9,Low
Estonia,2012,Escherichia coli,Fluoroquinolones,304.0,14.1,Medium
Estonia,2013,Escherichia coli,Fluoroquinolones,338.0,11.8,Medium
Estonia,2014,Escherichia coli,Fluoroquinolones,407.0,12.3,Medium
Finland,2010,Escherichia coli,Fluoroquinolones,2550.0,9.2,Low
Finland,2011,Escherichia coli,Fluoroquinolones,3020.0,11.0,Medium
Finland,2012,Escherichia coli,Fluoroquinolones,3162.0,11.7,Medium
Finland,2013,Escherichia coli,Fluoroquinolones,3594.0,13.3,Medium
Finland,2014,Escherichia coli,Fluoroquinolones,3987.0,11.0,Medium
France,2010,Escherichia coli,Fluoroquinolones,9007.0,17.5,Medium
France,2011,Escherichia coli,Fluoroquinolones,8694.0,17.9,Medium
France,2012,Escherichia coli,Fluoroquinolones,9470.0,17.8,Medium
France,2013,Escherichia coli,Fluoroquinolones,10069.0,16.7,Medium
France,2014,Escherichia coli,Fluoroquinolones,10307.0,17.6,Medium
Germany,2010,Escherichia coli,Fluoroquinolones,3017.0,24.8,Medium
Germany,2011,Escherichia coli,Fluoroquinolones,3636.0,23.7,Medium
Germany,2012,Escherichia coli,Fluoroquinolones,4188.0,21.1,Medium
Germany,2013,Escherichia coli,Fluoroquinolones,5254.0,22.1,Medium
Germany,2014,Escherichia coli,Fluoroquinolones,6163.0,20.6,Medium
Greece,2010,Escherichia coli,Fluoroquinolones,1516.0,24.4,Medium
Greece,2011,Escherichia coli,Fluoroquinolones,1433.0,26.6,High
Greece,2012,Escherichia coli,Fluoroquinolones,1372.0,29.1,High
Greece,2013,Escherichia coli,Fluoroquinolones,1240.0,30.9,High
Greece,2014,Escherichia coli,Fluoroquinolones,1105.0,32.8,High
Hungary,2010,Escherichia coli,Fluoroquinolones,1367.0,36.6,High
Hungary,2011,Escherichia coli,Fluoroquinolones,1213.0,31.2,High
Hungary,2012,Escherichia coli,Fluoroquinolones,1393.0,28.9,High
Hungary,2013,Escherichia coli,Fluoroquinolones,1432.0,30.3,High
Hungary,2014,Escherichia coli,Fluoroquinolones,1614.0,28.4,High
Iceland,2010,Escherichia coli,Fluoroquinolones,95.0,10.5,Medium
Iceland,2011,Escherichia coli,Fluoroquinolones,121.0,14.0,Medium
Iceland,2012,Escherichia coli,Fluoroquinolones,134.0,9.7,Low
Iceland,2013,Escherichia coli,Fluoroquinolones,116.0,14.7,Medium
Iceland,2014,Escherichia coli,Fluoroquinolones,141.0,7.8,Low
Ireland,2010,Escherichia coli,Fluoroquinolones,2117.0,22.9,Medium
Ireland,2011,Escherichia coli,Fluoroquinolones,2153.0,22.9,Medium
Ireland,2012,Escherichia coli,Fluoroquinolones,2380.0,24.3,Medium
Ireland,2013,Escherichia coli,Fluoroquinolones,2478.0,24.2,Medium
Ireland,2014,Escherichia coli,Fluoroquinolones,2703.0,24.5,Medium
Italy,2010,Escherichia coli,Fluoroquinolones,2436.0,39.2,High
Italy,2011,Escherichia coli,Fluoroquinolones,1899.0,40.5,High
Italy,2012,Escherichia coli,Fluoroquinolones,2920.0,42.1,High
Italy,2013,Escherichia coli,Fluoroquinolones,3928.0,42.2,High
Italy,2014,Escherichia coli,Fluoroquinolones,3647.0,43.9,High
Latvia,2010,Escherichia coli,Fluoroquinolones,97.0,14.4,Medium
Latvia,2011,Escherichia coli,Fluoroquinolones,131.0,16.8,Medium
Latvia,2012,Escherichia coli,Fluoroquinolones,152.0,14.5,Medium
Latvia,2013,Escherichia coli,Fluoroquinolones,134.0,18.7,Medium
Latvia,2014,Escherichia coli,Fluoroquinolones,181.0,17.7,Medium
Lithuania,2010,Escherichia coli,Fluoroquinolones,333.0,13.5,Medium
Lithuania,2011,Escherichia coli,Fluoroquinolones,381.0,12.9,Medium
Lithuania,2012,Escherichia coli,Fluoroquinolones,456.0,14.7,Medium
Lithuania,2013,Escherichia coli,Fluoroquinolones,431.0,16.0,Medium
Lithuania,2014,Escherichia coli,Fluoroquinolones,592.0,12.8,Medium
Luxembourg,2010,Escherichia coli,Fluoroquinolones,354.0,26.3,High
Luxembourg,2011,Escherichia coli,Fluoroquinolones,353.0,24.1,Medium
Luxembourg,2012,Escherichia coli,Fluoroquinolones,334.0,24.0,Medium
Luxembourg,2013,Escherichia coli,Fluoroquinolones,295.0,27.8,High
Luxembourg,2014,Escherichia coli,Fluoroquinolones,368.0,24.7,Medium
Malta,2010,Escherichia coli,Fluoroquinolones,192.0,34.4,High
Malta,2011,Escherichia coli,Fluoroquinolones,219.0,32.0,High
Malta,2012,Escherichia coli,Fluoroquinolones,216.0,31.9,High
Malta,2013,Escherichia coli,Fluoroquinolones,248.0,29.8,High
Malta,2014,Escherichia coli,Fluoroquinolones,279.0,29.0,High
Netherlands,2010,Escherichia coli,Fluoroquinolones,3409.0,13.6,Medium
Netherlands,2011,Escherichia coli,Fluoroquinolones,4427.0,14.3,Medium
Netherlands,2012,Escherichia coli,Fluoroquinolones,4697.0,15.5,Medium
Netherlands,2013,Escherichia coli,Fluoroquinolones,4730.0,14.1,Medium
Netherlands,2014,Escherichia coli,Fluoroquinolones,6444.0,13.3,Medium
Norway,2010,Escherichia coli,Fluoroquinolones,2267.0,8.7,Low
Norway,2011,Escherichia coli,Fluoroquinolones,2505.0,9.0,Low
Norway,2012,Escherichia coli,Fluoroquinolones,2843.0,11.3,Medium
Norway,2013,Escherichia coli,Fluoroquinolones,2975.0,10.9,Medium
Norway,2014,Escherichia coli,Fluoroquinolones,3415.0,11.0,Medium
Poland,2010,Escherichia coli,Fluoroquinolones,691.0,25.8,High
Poland,2011,Escherichia coli,Fluoroquinolones,1141.0,27.3,High
Poland,2012,Escherichia coli,Fluoroquinolones,1033.0,29.3,High
Poland,2013,Escherichia coli,Fluoroquinolones,1035.0,27.3,High
Portugal,2010,Escherichia coli,Fluoroquinolones,1921.0,27.3,High
Portugal,2011,Escherichia coli,Fluoroquinolones,1917.0,27.2,High
Portugal,2012,Escherichia coli,Fluoroquinolones,2158.0,30.3,High
Portugal,2013,Escherichia coli,Fluoroquinolones,2685.0,31.6,High
Portugal,2014,Escherichia coli,Fluoroquinolones,5027.0,32.4,High
Romania,2010,Escherichia coli,Fluoroquinolones,33.0,24.2,Medium
Romania,2011,Escherichia coli,Fluoroquinolones,50.0,28.0,High
Romania,2012,Escherichia coli,Fluoroquinolones,186.0,29.0,High
Romania,2013,Escherichia coli,Fluoroquinolones,300.0,31.0,High
Romania,2014,Escherichia coli,Fluoroquinolones,307.0,31.3,High
Slovakia,2011,Escherichia coli,Fluoroquinolones,739.0,41.8,High
Slovakia,2012,Escherichia coli,Fluoroquinolones,695.0,41.3,High
Slovakia,2013,Escherichia coli,Fluoroquinolones,808.0,40.3,High
Slovakia,2014,Escherichia coli,Fluoroquinolones,887.0,43.0,High
Slovenia,2010,Escherichia coli,Fluoroquinolones,952.0,19.3,Medium
Slovenia,2011,Escherichia coli,Fluoroquinolones,1002.0,20.7,Medium
Slovenia,2012,Escherichia coli,Fluoroquinolones,1168.0,21.4,Medium
Slovenia,2013,Escherichia coli,Fluoroquinolones,1224.0,19.9,Medium
Slovenia,2014,Escherichia coli,Fluoroquinolones,1216.0,23.3,Medium
Spain,2010,Escherichia coli,Fluoroquinolones,5696.0,32.8,High
Spain,2011,Escherichia coli,Fluoroquinolones,5597.0,34.5,High
Spain,2012,Escherichia coli,Fluoroquinolones,5654.0,33.9,High
Spain,2013,Escherichia coli,Fluoroquinolones,5926.0,34.9,High
Spain,2014,Escherichia coli,Fluoroquinolones,5818.0,34.0,High
Sweden,2010,Escherichia coli,Fluoroquinolones,2130.0,10.8,Medium
Sweden,2011,Escherichia coli,Fluoroquinolones,4367.0,9.5,Low
Sweden,2012,Escherichia coli,Fluoroquinolones,5540.0,11.2,Medium
Sweden,2013,Escherichia coli,Fluoroquinolones,7356.0,11.6,Medium
Sweden,2014,Escherichia coli,Fluoroquinolones,5142.0,11.3,Medium
United Kingdom,2010,Escherichia coli,Fluoroquinolones,4815.0,17.3,Medium
United Kingdom,2011,Escherichia coli,Fluoroquinolones,5564.0,17.5,Medium
United Kingdom,2012,Escherichia coli,Fluoroquinolones,6241.0,16.6,Medium
United Kingdom,2013,Escherichia coli,Fluoroquinolones,6998.0,16.3,Medium
United Kingdom,2014,Escherichia coli,Fluoroquinolones,6919.0,16.8,Medium
Austria,2010,Klebsiella pneumoniae,3rd-gen cephalosporins,720.0,12.6,Medium
Austria,2011,Klebsiella pneumoniae,3rd-gen cephalosporins,795.0,13.3,Medium
Austria,2012,Klebsiella pneumoniae,3rd-gen cephalosporins,859.0,11.8,Medium
Austria,2013,Klebsiella pneumoniae,3rd-gen cephalosporins,941.0,10.7,Medium
Austria,2014,Klebsiella pneumoniae,3rd-gen cephalosporins,996.0,8.2,Low
Belgium,2010,Klebsiella pneumoniae,3rd-gen cephalosporins,143.0,12.6,Medium
Belgium,2011,Klebsiella pneumoniae,3rd-gen cephalosporins,668.0,13.6,Medium
Belgium,2012,Klebsiella pneumoniae,3rd-gen cephalosporins,540.0,16.5,Medium
Belgium,2013,Klebsiella pneumoniae,3rd-gen cephalosporins,594.0,15.3,Medium
Belgium,2014,Klebsiella pneumoniae,3rd-gen cephalosporins,485.0,16.3,Medium
Bulgaria,2010,Klebsiella pneumoniae,3rd-gen cephalosporins,127.0,75.6,High
Bulgaria,2011,Klebsiella pneumoniae,3rd-gen cephalosporins,121.0,81.0,High
Bulgaria,2012,Klebsiella pneumoniae,3rd-gen cephalosporins,127.0,74.8,High
Bulgaria,2013,Klebsiella pneumoniae,3rd-gen cephalosporins,138.0,69.6,High
Bulgaria,2014,Klebsiella pneumoniae,3rd-gen cephalosporins,151.0,74.8,High
Croatia,2010,Klebsiella pneumoniae,3rd-gen cephalosporins,281.0,55.5,High
Croatia,2011,Klebsiella pneumoniae,3rd-gen cephalosporins,299.0,48.2,High
Croatia,2012,Klebsiella pneumoniae,3rd-gen cephalosporins,332.0,52.1,High
Croatia,2013,Klebsiella pneumoniae,3rd-gen cephalosporins,376.0,50.0,High
Croatia,2014,Klebsiella pneumoniae,3rd-gen cephalosporins,334.0,47.9,High
Cyprus,2010,Klebsiella pneumoniae,3rd-gen cephalosporins,67.0,34.3,High
Cyprus,2011,Klebsiella pneumoniae,3rd-gen cephalosporins,83.0,41.0,High
Cyprus,2012,Klebsiella pneumoniae,3rd-gen cephalosporins,65.0,23.1,Medium
Cyprus,2013,Klebsiella pneumoniae,3rd-gen cephalosporins,68.0,30.9,High
Cyprus,2014,Klebsiella pneumoniae,3rd-gen cephalosporins,80.0,32.5,High
Czech Republic,2010,Klebsiella pneumoniae,3rd-gen cephalosporins,1263.0,48.2,High
Czech Republic,2011,Klebsiella pneumoniae,3rd-gen cephalosporins,1287.0,48.3,High
Czech Republic,2012,Klebsiella pneumoniae,3rd-gen cephalosporins,1399.0,51.2,High
Czech Republic,2013,Klebsiella pneumoniae,3rd-gen cephalosporins,1291.0,52.0,High
Czech Republic,2014,Klebsiella pneumoniae,3rd-gen cephalosporins,1383.0,52.9,High
Denmark,2010,Klebsiella pneumoniae,3rd-gen cephalosporins,559.0,10.6,Medium
Denmark,2011,Klebsiella pneumoniae,3rd-gen cephalosporins,637.0,11.1,Medium
Denmark,2012,Klebsiella pneumoniae,3rd-gen cephalosporins,621.0,10.5,Medium
Denmark,2013,Klebsiella pneumoniae,3rd-gen cephalosporins,529.0,11.5,Medium
Denmark,2014,Klebsiella pneumoniae,3rd-gen cephalosporins,925.0,7.6,Low
Estonia,2010,Klebsiella pneumoniae,3rd-gen cephalosporins,81.0,17.3,Medium
Estonia,2011,Klebsiella pneumoniae,3rd-gen cephalosporins,43.0,39.5,High
Estonia,2012,Klebsiella pneumoniae,3rd-gen cephalosporins,90.0,17.8,Medium
Estonia,2013,Klebsiella pneumoniae,3rd-gen cephalosporins,90.0,23.3,Medium
Estonia,2014,Klebsiella pneumoniae,3rd-gen cephalosporins,135.0,20.7,Medium
Finland,2010,Klebsiella pneumoniae,3rd-gen cephalosporins,397.0,4.0,Low
Finland,2011,Klebsiella pneumoniae,3rd-gen cephalosporins,404.0,2.5,Low
Finland,2012,Klebsiella pneumoniae,3rd-gen cephalosporins,536.0,1.7,Low
Finland,2013,Klebsiella pneumoniae,3rd-gen cephalosporins,546.0,2.2,Low
Finland,2014,Klebsiella pneumoniae,3rd-gen cephalosporins,582.0,2.4,Low
France,2010,Klebsiella pneumoniae,3rd-gen cephalosporins,1542.0,17.8,Medium
France,2011,Klebsiella pneumoniae,3rd-gen cephalosporins,1654.0,25.3,High
France,2012,Klebsiella pneumoniae,3rd-gen cephalosporins,1711.0,22.6,Medium
France,2013,Klebsiella pneumoniae,3rd-gen cephalosporins,1938.0,28.0,High
France,2014,Klebsiella pneumoniae,3rd-gen cephalosporins,2192.0,29.6,High
Germany,2010,Klebsiella pneumoniae,3rd-gen cephalosporins,478.0,12.8,Medium
Germany,2011,Klebsiella pneumoniae,3rd-gen cephalosporins,519.0,12.5,Medium
Germany,2012,Klebsiella pneumoniae,3rd-gen cephalosporins,664.0,13.0,Medium
Germany,2013,Klebsiella pneumoniae,3rd-gen cephalosporins,746.0,16.0,Medium
Germany,2014,Klebsiella pneumoniae,3rd-gen cephalosporins,1006.0,12.7,Medium
Greece,2010,Klebsiella pneumoniae,3rd-gen cephalosporins,1686.0,74.6,High
Greece,2011,Klebsiella pneumoniae,3rd-gen cephalosporins,1665.0,75.8,High
Greece,2012,Klebsiella pneumoniae,3rd-gen cephalosporins,1459.0,70.9,High
Greece,2013,Klebsiella pneumoniae,3rd-gen cephalosporins,1208.0,70.1,High
Greece,2014,Klebsiella pneumoniae,3rd-gen cephalosporins,1092.0,72.5,High
Hungary,2010,Klebsiella pneumoniae,3rd-gen cephalosporins,512.0,45.9,High
Hungary,2011,Klebsiella pneumoniae,3rd-gen cephalosporins,431.0,53.1,High
Hungary,2012,Klebsiella pneumoniae,3rd-gen cephalosporins,500.0,43.0,High
Hungary,2013,Klebsiella pneumoniae,3rd-gen cephalosporins,557.0,37.3,High
Hungary,2014,Klebsiella pneumoniae,3rd-gen cephalosporins,644.0,35.6,High
Iceland,2010,Klebsiella pneumoniae,3rd-gen cephalosporins,27.0,3.7,Low
Iceland,2011,Klebsiella pneumoniae,3rd-gen cephalosporins,26.0,7.7,Low
Iceland,2012,Klebsiella pneumoniae,3rd-gen cephalosporins,14.0,21.4,Medium
Iceland,2013,Klebsiella pneumoniae,3rd-gen cephalosporins,30.0,0.0,Low
Iceland,2014,Klebsiella pneumoniae,3rd-gen cephalosporins,28.0,0.0,Low
Ireland,2010,Klebsiella pneumoniae,3rd-gen cephalosporins,318.0,8.5,Low
Ireland,2011,Klebsiella pneumoniae,3rd-gen cephalosporins,304.0,7.6,Low
Ireland,2012,Klebsiella pneumoniae,3rd-gen cephalosporins,326.0,9.5,Low
Ireland,2013,Klebsiella pneumoniae,3rd-gen cephalosporins,316.0,19.3,Medium
Ireland,2014,Klebsiella pneumoniae,3rd-gen cephalosporins,354.0,11.6,Medium
Italy,2010,Klebsiella pneumoniae,3rd-gen cephalosporins,701.0,46.5,High
Italy,2011,Klebsiella pneumoniae,3rd-gen cephalosporins,627.0,45.9,High
Italy,2012,Klebsiella pneumoniae,3rd-gen cephalosporins,852.0,47.9,High
Italy,2013,Klebsiella pneumoniae,3rd-gen cephalosporins,1441.0,55.1,High
Italy,2014,Klebsiella pneumoniae,3rd-gen cephalosporins,1319.0,56.5,High
Latvia,2010,Klebsiella pneumoniae,3rd-gen cephalosporins,64.0,54.7,High
Latvia,2011,Klebsiella pneumoniae,3rd-gen cephalosporins,65.0,38.5,High
Latvia,2012,Klebsiella pneumoniae,3rd-gen cephalosporins,78.0,62.8,High
Latvia,2013,Klebsiella pneumoniae,3rd-gen cephalosporins,92.0,66.3,High
Latvia,2014,Klebsiella pneumoniae,3rd-gen cephalosporins,104.0,52.9,High
Lithuania,2010,Klebsiella pneumoniae,3rd-gen cephalosporins,81.0,50.6,High
Lithuania,2011,Klebsiella pneumoniae,3rd-gen cephalosporins,137.0,60.6,High
Lithuania,2012,Klebsiella pneumoniae,3rd-gen cephalosporins,186.0,64.0,High
Lithuania,2013,Klebsiella pneumoniae,3rd-gen cephalosporins,145.0,44.1,High
Lithuania,2014,Klebsiella pneumoniae,3rd-gen cephalosporins,154.0,52.6,High
Luxembourg,2010,Klebsiella pneumoniae,3rd-gen cephalosporins,59.0,5.1,Low
Luxembourg,2011,Klebsiella pneumoniae,3rd-gen cephalosporins,48.0,35.4,High
Luxembourg,2012,Klebsiella pneumoniae,3rd-gen cephalosporins,50.0,34.0,High
Luxembourg,2013,Klebsiella pneumoniae,3rd-gen cephalosporins,53.0,34.0,High
Luxembourg,2014,Klebsiella pneumoniae,3rd-gen cephalosporins,66.0,34.8,High
Malta,2010,Klebsiella pneumoniae,3rd-gen cephalosporins,57.0,12.3,Medium
Malta,2011,Klebsiella pneumoniae,3rd-gen cephalosporins,52.0,13.5,Medium
Malta,2012,Klebsiella pneumoniae,3rd-gen cephalosporins,57.0,26.3,High
Malta,2013,Klebsiella pneumoniae,3rd-gen cephalosporins,69.0,27.5,High
Malta,2014,Klebsiella pneumoniae,3rd-gen cephalosporins,101.0,29.7,High
Netherlands,2010,Klebsiella pneumoniae,3rd-gen cephalosporins,641.0,7.2,Low
Netherlands,2011,Klebsiella pneumoniae,3rd-gen cephalosporins,720.0,8.1,Low
Netherlands,2012,Klebsiella pneumoniae,3rd-gen cephalosporins,683.0,6.7,Low
Netherlands,2013,Klebsiella pneumoniae,3rd-gen cephalosporins,644.0,7.5,Low
Netherlands,2014,Klebsiella pneumoniae,3rd-gen cephalosporins,911.0,5.5,Low
Norway,2010,Klebsiella pneumoniae,3rd-gen cephalosporins,479.0,2.1,Low
Norway,2011,Klebsiella pneumoniae,3rd-gen cephalosporins,421.0,2.9,Low
Norway,2012,Klebsiella pneumoniae,3rd-gen cephalosporins,621.0,3.2,Low
Norway,2013,Klebsiella pneumoniae,3rd-gen cephalosporins,645.0,4.0,Low
Norway,2014,Klebsiella pneumoniae,3rd-gen cephalosporins,746.0,5.9,Low
Poland,2010,Klebsiella pneumoniae,3rd-gen cephalosporins,232.0,39.7,High
Poland,2011,Klebsiella pneumoniae,3rd-gen cephalosporins,278.0,59.7,High
Poland,2012,Klebsiella pneumoniae,3rd-gen cephalosporins,362.0,60.5,High
Poland,2013,Klebsiella pneumoniae,3rd-gen cephalosporins,376.0,65.2,High
Portugal,2010,Klebsiella pneumoniae,3rd-gen cephalosporins,580.0,28.3,High
Portugal,2011,Klebsiella pneumoniae,3rd-gen cephalosporins,616.0,35.4,High
Portugal,2012,Klebsiella pneumoniae,3rd-gen cephalosporins,781.0,38.7,High
Portugal,2013,Klebsiella pneumoniae,3rd-gen cephalosporins,911.0,37.0,High
Portugal,2014,Klebsiella pneumoniae,3rd-gen cephalosporins,1712.0,40.9,High
Romania,2010,Klebsiella pneumoniae,3rd-gen cephalosporins,17.0,70.6,High
Romania,2011,Klebsiella pneumoniae,3rd-gen cephalosporins,25.0,44.0,High
Romania,2012,Klebsiella pneumoniae,3rd-gen cephalosporins,102.0,60.8,High
Romania,2013,Klebsiella pneumoniae,3rd-gen cephalosporins,214.0,67.3,High
